name,overall rank,overall score,academic reputation rank,academic reputation score,employer reputation rank,employer reputation score,faculty student rank,faculty student score,citations per faculty rank,citations per faculty score,international faculty rank,international faculty score,international students rank,international students score,international Research Network rank,international Research Network score,employment outcomes rank,employment outcomes score,sustainability rank,sustainability score
University of Birmingham,87,62.0,104.0,64.4,94.0,72.6,301.0,52.5,268.0,45.4,145.0,93.4,121.0,87.9,,,,,,
Sungkyunkwan University (SKKU),88,61.5,117.0,60.2,89.0,75.6,113.0,84.9,240.0,47.7,559.0,20.1,361.0,39.3,,,,,,
Rice University,89,61.4,209.0,39.6,381.0,25.3,139.0,80.8,31.0,87.5,173.0,88.8,100.0,92.0,,,,,,
University of Southampton,90,61.3,151.0,50.9,157.0,52.9,215.0,66.8,123.0,61.7,112.0,97.6,94.0,93.5,,,,,,
University of Leeds,91,61.2,85.0,70.6,82.0,78.1,345.0,46.0,360.0,36.7,199.0,84.7,153.0,81.3,,,,,,
The University of Western Australia,92,61.0,113.0,61.1,160.0,52.7,601.0,19.0,35.0,85.7,29.0,100.0,33.0,99.6,,,,,,
The University of Sheffield,93,60.8,112.0,61.4,134.0,58.6,233.0,62.2,295.0,42.8,194.0,85.3,75.0,96.0,,,,,,
University of Science and Technology of China,94,60.8,141.0,53.9,450.0,19.9,157.0,77.7,7.0,99.2,528.0,24.1,601.0,6.1,,,,,,
University of North Carolina at Chapel Hill,95,60.6,95.0,68.1,176.0,49.7,116.0,84.4,276.0,44.8,451.0,32.6,601.0,10.5,,,,,,
University of St Andrews,96,60.3,170.0,46.0,121.0,61.1,210.0,67.6,131.0,60.2,93.0,98.4,28.0,99.8,,,,,,
Lund University,97,60.2,87.0,70.0,169.0,50.9,284.0,53.6,321.0,39.9,152.0,92.3,197.0,69.0,,,,,,
KTH Royal Institute of Technology,98,59.5,168.0,46.2,111.0,63.6,224.0,64.8,91.0,68.0,95.0,98.3,251.0,57.4,,,,,,
University of Nottingham,99,59.0,119.0,60.0,97.0,71.6,332.0,47.7,252.0,46.4,163.0,90.8,144.0,83.5,,,,,,
Universidad Nacional Autónoma de México  (UNAM),100,58.8,35.0,93.3,46.0,90.9,295.0,52.9,601.0,4.0,601.0,9.9,601.0,3.6,,,,,,
Pennsylvania State University,101,58.4,76.0,74.9,90.0,75.3,503.0,29.9,135.0,59.7,601.0,15.9,373.0,36.9,,,,,,
"Trinity College Dublin, The University of Dublin",102,58.4,98.0,66.6,175.0,49.7,475.0,32.4,203.0,51.3,70.0,99.6,93.0,93.7,,,,,,
Technical University of Denmark,103,57.9,269.0,31.3,328.0,29.7,25.0,99.9,96.0,66.0,62.0,99.9,167.0,78.6,,,,,,
University of Helsinki,104,57.6,103.0,65.3,202.0,45.9,211.0,67.5,234.0,48.4,296.0,61.4,601.0,5.7,,,,,,
Washington University in St. Louis,105,56.9,185.0,43.3,501.0,15.5,33.0,99.8,179.0,53.3,225.0,80.0,225.0,61.8,,,,,,
The University of Adelaide,106,56.8,131.0,55.5,260.0,37.0,564.0,25.5,52.0,77.8,64.0,99.8,44.0,99.1,,,,,,
University of Geneva,107,56.8,152.0,50.9,400.0,23.4,327.0,48.5,74.0,71.2,32.0,100.0,64.0,97.4,,,,,,
The Ohio State University,108,56.4,107.0,63.5,115.0,63.2,261.0,57.6,349.0,37.8,221.0,81.3,499.0,23.5,,,,,,
Purdue University,109,55.9,106.0,63.6,98.0,69.4,601.0,19.2,116.0,62.7,203.0,83.9,279.0,51.4,,,,,,
Boston University,110,55.8,109.0,62.0,153.0,53.4,371.0,42.4,173.0,54.3,467.0,30.9,120.0,88.0,,,,,,
Nagoya University,111,55.8,125.0,58.7,164.0,52.3,85.0,90.0,382.0,35.0,601.0,14.8,534.0,20.4,,,,,,
"University of California, Davis",112,55.3,93.0,68.7,285.0,33.9,519.0,28.7,163.0,56.1,238.0,75.1,203.0,68.4,,,,,,
University of Oslo,113,55.2,138.0,54.5,501.0,15.7,131.0,82.1,245.0,46.8,176.0,88.3,455.0,26.7,,,,,,
University of Bern,114,54.9,278.0,30.2,244.0,38.7,186.0,70.9,33.0,86.7,44.0,100.0,337.0,42.7,,,,,,
Queen Mary University of London,114,55.1,146.0,52.6,228.0,40.9,258.0,58.4,314.0,40.4,68.0,99.7,48.0,99.0,,,,,,
Universidade de São Paulo,115,54.8,48.0,88.6,102.0,67.4,601.0,20.5,346.0,38.1,601.0,8.2,601.0,3.1,,,,,,
Wageningen University & Research,116,54.8,206.0,40.0,417.0,22.2,56.0,96.9,180.0,53.1,378.0,45.5,162.0,79.8,,,,,,
Humboldt-Universität zu Berlin,117,54.5,45.0,89.8,139.0,57.5,601.0,10.0,416.0,32.2,347.0,50.0,417.0,31.1,,,,,,
Université de Montréal,118,54.3,133.0,55.1,151.0,53.6,216.0,66.8,444.0,29.1,172.0,88.8,237.0,59.7,,,,,,
University of Alberta,119,54.0,137.0,54.6,251.0,37.7,311.0,50.5,242.0,47.2,162.0,91.2,161.0,79.9,,,,,,
Eindhoven University of Technology,120,53.9,277.0,30.4,81.0,78.1,273.0,55.2,57.0,76.6,67.0,99.7,324.0,44.9,,,,,,
Pontificia Universidad Católica de Chile (UC),121,53.8,51.0,87.7,28.0,96.4,595.0,24.2,601.0,14.1,576.0,18.6,601.0,3.9,,,,,,
University of Southern California,122,53.8,127.0,58.1,146.0,55.1,454.0,34.1,129.0,60.5,459.0,32.0,142.0,84.3,,,,,,
Utrecht University,123,53.8,102.0,66.0,284.0,34.0,406.0,38.9,145.0,58.3,304.0,59.9,481.0,25.0,,,,,,
Kyushu University,124,53.7,136.0,54.6,118.0,62.5,105.0,86.7,430.0,31.2,601.0,14.4,533.0,20.4,,,,,,
Nanjing University,125,53.7,122.0,59.7,401.0,23.4,526.0,28.0,30.0,87.6,253.0,71.4,601.0,9.5,,,,,,
Uppsala University,126,53.7,101.0,66.3,352.0,27.7,365.0,42.8,190.0,52.5,270.0,66.3,387.0,35.3,,,,,,
Aalto University,127,53.6,184.0,43.4,214.0,43.0,283.0,53.6,71.0,72.5,146.0,93.2,386.0,35.4,,,,,,
Leiden University,128,53.4,91.0,69.2,301.0,32.2,559.0,25.8,188.0,52.6,218.0,82.2,302.0,48.1,,,,,,
University of Groningen,129,53.4,154.0,50.6,348.0,28.1,231.0,62.6,290.0,43.2,153.0,92.0,129.0,86.5,,,,,,
Freie Universitaet Berlin,130,53.2,65.0,80.9,184.0,48.4,601.0,4.2,246.0,46.7,285.0,63.6,313.0,46.6,,,,,,
"KIT, Karlsruhe Institute of Technology",131,52.9,169.0,46.2,63.0,85.0,534.0,27.4,78.0,70.3,301.0,60.1,230.0,60.5,,,,,,
Universiti Putra Malaysia (UPM),132,52.7,155.0,50.5,159.0,52.8,162.0,76.1,531.0,22.3,312.0,58.1,128.0,86.5,,,,,,
University of Technology Sydney,134,52.6,172.0,45.3,78.0,78.8,601.0,8.8,67.0,74.4,103.0,98.1,85.0,94.9,,,,,,
Lancaster University,135,52.5,205.0,40.6,314.0,31.0,347.0,45.6,73.0,71.3,142.0,93.7,79.0,95.4,,,,,,
Ghent University,136,52.5,143.0,53.7,396.0,23.5,128.0,83.0,357.0,37.1,264.0,68.4,550.0,19.1,,,,,,
Politecnico di Milano,137,52.4,97.0,67.0,70.0,82.6,601.0,5.3,164.0,55.9,368.0,46.4,290.0,49.6,,,,,,
Chalmers University of Technology,139,52.2,299.0,28.3,135.0,58.6,207.0,68.2,97.0,65.6,87.0,98.8,233.0,60.3,,,,,,
Hokkaido University,140,52.2,140.0,54.0,131.0,60.0,144.0,80.0,410.0,32.7,588.0,17.9,599.0,16.2,,,,,,
Universiti Kebangsaan Malaysia (UKM),141,52.0,142.0,53.8,142.0,55.7,72.0,93.3,601.0,11.9,464.0,31.2,350.0,40.8,,,,,,
Universiti Sains Malaysia (USM),142,51.9,130.0,56.0,128.0,60.5,161.0,76.2,601.0,17.6,412.0,37.6,289.0,49.9,,,,,,
King Abdulaziz University (KAU),143,51.7,230.0,36.3,163.0,52.4,199.0,69.0,212.0,50.2,86.0,99.0,255.0,57.0,,,,,,
McMaster University,144,51.5,204.0,40.7,186.0,47.6,136.0,81.4,413.0,32.4,83.0,99.3,303.0,48.1,,,,,,
RWTH Aachen University,145,51.4,149.0,51.9,30.0,95.8,601.0,7.4,90.0,68.1,386.0,43.7,191.0,70.3,,,,,,
Hanyang University,146,51.3,167.0,46.5,79.0,78.3,158.0,77.1,418.0,31.9,536.0,23.1,413.0,31.9,,,,,,
Aarhus University,147,51.0,135.0,54.6,227.0,40.9,469.0,32.6,98.0,65.6,197.0,84.9,589.0,17.0,,,,,,
Technische Universität Berlin (TU Berlin),148,50.8,139.0,54.1,91.0,75.0,313.0,50.3,457.0,28.2,410.0,38.2,179.0,74.4,,,,,,
University of Basel,149,50.6,297.0,28.4,340.0,28.5,349.0,45.3,27.0,88.3,27.0,100.0,125.0,87.1,,,,,,
University of Vienna,150,50.3,90.0,69.2,217.0,42.7,592.0,24.3,595.0,18.7,99.0,98.1,107.0,90.3,,,,,,
University of York,151,50.3,192.0,42.6,225.0,41.4,258.0,58.4,265.0,45.7,170.0,89.5,194.0,69.9,,,,,,
Newcastle University,152,50.2,179.0,43.7,86.0,76.8,400.0,39.6,306.0,41.8,179.0,87.6,155.0,81.2,,,,,,
"University of California, Santa Barbara (UCSB)",153,50.2,120.0,60.0,463.0,19.3,601.0,11.4,32.0,87.1,326.0,55.3,430.0,29.4,,,,,,
"University of Maryland, College Park",154,50.2,144.0,53.1,312.0,31.5,315.0,49.9,101.0,65.0,493.0,27.5,511.0,22.5,,,,,,
Tecnológico de Monterrey,155,49.9,198.0,41.7,56.0,88.3,102.0,87.3,601.0,5.2,122.0,96.7,600.0,16.1,,,,,,
University of Pittsburgh,156,49.7,178.0,43.9,459.0,19.6,59.0,96.7,266.0,45.6,601.0,8.6,548.0,19.4,,,,,,
Michigan State University,157,49.6,110.0,61.5,105.0,65.6,601.0,15.4,184.0,52.9,294.0,62.0,454.0,26.9,,,,,,
Emory University,158,49.1,321.0,25.8,501.0,14.5,44.0,98.5,110.0,63.9,346.0,50.1,347.0,41.1,,,,,,
Cardiff University,159,48.5,166.0,47.4,238.0,39.4,330.0,48.0,333.0,38.9,220.0,81.7,170.0,77.0,,,,,,
Alma Mater Studiorum - University of Bologna,160,48.2,69.0,79.6,197.0,46.4,601.0,4.7,254.0,46.3,601.0,12.1,601.0,11.9,,,,,,
École Normale Supérieure de Lyon,161,48.1,255.0,33.3,501.0,10.1,69.0,94.6,171.0,54.7,332.0,53.7,554.0,18.9,,,,,,
Case Western Reserve University,162,47.4,426.0,19.7,476.0,18.7,107.0,86.5,94.0,67.8,327.0,55.3,178.0,74.5,,,,,,
University of Florida,163,47.4,158.0,49.7,166.0,51.9,170.0,75.3,472.0,26.8,556.0,20.6,601.0,12.9,,,,,,
University of Exeter,164,47.2,208.0,39.7,129.0,60.3,368.0,42.6,316.0,40.2,165.0,90.6,163.0,79.4,,,,,,
Al-Farabi Kazakh National University,165,46.9,194.0,42.0,116.0,63.1,47.0,98.2,601.0,1.4,393.0,42.0,420.0,30.7,,,,,,
University of Rochester,165,46.9,324.0,25.5,501.0,11.3,24.0,99.9,351.0,37.4,287.0,63.5,98.0,92.9,,,,,,
University of Waterloo,167,46.8,210.0,39.6,85.0,77.5,601.0,7.9,95.0,67.0,234.0,76.4,145.0,83.4,,,,,,
National Tsing Hua University,168,46.4,159.0,49.5,138.0,58.1,445.0,34.8,143.0,58.3,564.0,19.4,575.0,18.0,,,,,,
Texas A&M University,169,46.2,115.0,60.7,132.0,59.9,601.0,8.1,139.0,59.2,508.0,25.2,551.0,19.1,,,,,,
University of Lausanne,170,46.2,235.0,35.1,427.0,21.5,266.0,56.7,199.0,51.7,78.0,99.5,224.0,62.0,,,,,,
Sapienza University of Rome,171,46.1,70.0,78.4,289.0,33.8,601.0,5.1,255.0,46.3,601.0,4.8,601.0,10.5,,,,,,
Indian Institute of Technology Bombay (IITB),172,46.0,156.0,50.4,93.0,74.2,426.0,36.2,181.0,53.1,601.0,3.9,601.0,1.6,,,,,,
Technische Universität Dresden,173,45.9,221.0,37.6,120.0,61.1,120.0,83.7,543.0,21.5,427.0,35.7,395.0,34.1,,,,,,
University of Bath,174,45.9,231.0,36.1,101.0,67.7,587.0,24.8,214.0,50.0,101.0,98.1,106.0,90.4,,,,,,
Eberhard Karls Universität Tübingen,175,45.8,171.0,45.6,409.0,22.6,90.0,89.5,601.0,17.8,374.0,45.8,466.0,26.0,,,,,,
Albert-Ludwigs-Universitaet Freiburg,176,45.8,147.0,52.0,477.0,18.7,436.0,35.7,195.0,51.8,292.0,62.4,331.0,43.9,,,,,,
The Hebrew University of Jerusalem,177,45.7,223.0,37.4,331.0,29.5,147.0,79.8,328.0,39.2,274.0,65.4,601.0,9.9,,,,,,
University College Dublin,178,45.7,161.0,49.2,223.0,41.6,518.0,28.8,330.0,39.0,111.0,97.6,222.0,63.2,,,,,,
University of Minnesota Twin Cities,179,45.7,105.0,64.3,366.0,26.2,480.0,31.9,236.0,48.1,601.0,7.1,601.0,15.0,,,,,,
Universidad de Chile,180,45.6,79.0,73.9,44.0,91.2,601.0,13.8,601.0,15.0,601.0,9.5,601.0,7.4,,,,,,
Stockholm University,181,45.5,134.0,55.1,501.0,15.6,515.0,29.0,244.0,46.9,180.0,87.5,345.0,41.5,,,,,,
University of Liverpool,182,45.5,189.0,42.9,315.0,31.0,324.0,48.6,434.0,30.9,186.0,86.7,92.0,93.8,,,,,,
Universitat de Barcelona,183,45.4,86.0,70.2,247.0,38.1,601.0,20.9,376.0,35.5,601.0,6.6,411.0,32.1,,,,,,
University of Otago,184,45.3,145.0,53.0,265.0,36.5,601.0,17.6,285.0,43.5,31.0,100.0,242.0,59.0,,,,,,
Indian Institute of Science,185,44.9,263.0,31.8,486.0,18.3,317.0,49.8,2.0,100.0,601.0,1.4,601.0,1.6,,,,,,
King Fahd University of Petroleum & Minerals,186,44.7,304.0,27.7,434.0,21.1,142.0,80.7,256.0,46.1,23.0,100.0,572.0,18.1,,,,,,
Universiti Teknologi Malaysia,187,44.2,211.0,39.4,168.0,51.6,226.0,64.4,461.0,27.8,491.0,27.6,217.0,63.9,,,,,,
Vanderbilt University,188,44.2,311.0,26.9,387.0,24.7,7.0,100.0,324.0,39.7,533.0,23.5,415.0,31.5,,,,,,
Université catholique de Louvain (UCLouvain),189,44.1,157.0,50.2,259.0,37.2,601.0,7.6,126.0,60.9,183.0,87.2,356.0,39.9,,,,,,
Waseda University,190,44.1,126.0,58.6,36.0,93.6,497.0,30.6,601.0,7.6,466.0,31.0,376.0,36.7,,,,,,
Keio University,191,44.0,160.0,49.5,60.0,87.0,244.0,60.8,601.0,9.6,601.0,12.2,601.0,11.7,,,,,,
Technische Universität Wien,192,44.0,261.0,32.3,161.0,52.7,601.0,10.2,53.0,77.5,237.0,75.2,135.0,86.0,,,,,,
Indian Institute of Technology Delhi (IITD),193,43.9,176.0,44.3,107.0,64.5,523.0,28.4,92.0,67.8,601.0,2.3,601.0,1.5,,,,,,
University of Bergen,194,43.4,251.0,33.6,501.0,8.2,155.0,77.9,297.0,42.4,182.0,87.3,601.0,8.8,,,,,,
University of Göttingen,195,43.3,162.0,49.0,498.0,17.9,220.0,65.5,498.0,24.3,348.0,49.9,480.0,25.0,,,,,,
University of Wollongong,196,43.2,268.0,31.3,281.0,34.5,601.0,19.2,75.0,71.0,159.0,91.8,136.0,86.0,,,,,,
Erasmus University Rotterdam,197,43.1,248.0,34.0,109.0,63.7,474.0,32.4,247.0,46.7,219.0,82.2,241.0,59.0,,,,,,
"The University of Newcastle, Australia (UON)",198,43.1,253.0,33.5,350.0,27.9,472.0,32.4,104.0,64.7,63.0,99.9,326.0,44.6,,,,,,
