name,overall rank,overall score,academic reputation rank,academic reputation score,employer reputation rank,employer reputation score,faculty student rank,faculty student score,citations per faculty rank,citations per faculty score,international faculty rank,international faculty score,international students rank,international students score,international Research Network rank,international Research Network score,employment outcomes rank,employment outcomes score,sustainability rank,sustainability score
Tsinghua University,15,89.2,23,98.2,16,98.6,73,93.3,41,83.2,328,55.3,427,29.7,n/a,n/a,n/a,n/a,n/a,n/a
University of Pennsylvania,16,88.6,30,96.1,42,91.5,22,100,112,63.8,174,88.7,213,65.3,n/a,n/a,n/a,n/a,n/a,n/a
Yale University,17,88,9,99.9,6,100,5,100,186,52.8,193,85.3,263,54.5,n/a,n/a,n/a,n/a,n/a,n/a
Cornell University,18,87.6,22,98.5,47,90.9,227,63.7,26,88.6,143,93.7,192,70,n/a,n/a,n/a,n/a,n/a,n/a
Columbia University,19,86.5,11,99.7,22,97.3,17,100,231,48.5,415,37.2,72,96.3,n/a,n/a,n/a,n/a,n/a,n/a
The University of Edinburgh,20,85.8,25,98,31,95.4,127,83.1,210,50.2,98,98.2,50,99,n/a,n/a,n/a,n/a,n/a,n/a
University of Michigan-Ann Arbor,21,84.6,18,98.9,38,92.7,91,89.4,148,58,239,74.8,346,41.3,n/a,n/a,n/a,n/a,n/a,n/a
The University of Hong Kong,22,83.7,24,98.1,88,76.3,118,83.8,238,48,25,100,52,98.9,n/a,n/a,n/a,n/a,n/a,n/a
Peking University,23,83.5,16,99.2,13,99.1,160,76.4,103,64.9,258,69.7,394,34.3,n/a,n/a,n/a,n/a,n/a,n/a
The University of Tokyo,24,83.2,7,100,12,99.6,76,92.3,120,62.5,601+,10.7,464,26.1,n/a,n/a,n/a,n/a,n/a,n/a
Johns Hopkins University,25,82.7,54,86.7,190,47,9,100,60,75.9,271,66.3,123,87.7,n/a,n/a,n/a,n/a,n/a,n/a
University of Toronto,26,82.7,15,99.3,25,96.8,191,70.3,263,45.8,106,97.9,90,94.1,n/a,n/a,n/a,n/a,n/a,n/a
The Hong Kong University of Science and Technology,27,82.1,57,85.2,112,63.6,217,66.7,21,92.1,20,100,112,88.9,n/a,n/a,n/a,n/a,n/a,n/a
The University of Manchester,28,82.1,33,95.3,21,97.4,181,72.7,233,48.4,150,92.9,53,98.8,n/a,n/a,n/a,n/a,n/a,n/a
Northwestern University,29,81.5,58,85.1,92,74.4,35,99.7,72,72.3,313,57.9,321,45.3,n/a,n/a,n/a,n/a,n/a,n/a
"University of California, Berkeley (UCB)",30,80.8,6,100,8,99.9,601+,21.3,15,96.9,134,94.9,358,39.7,n/a,n/a,n/a,n/a,n/a,n/a
Australian National University (ANU),31,80,32,95.6,84,77.6,398,40.1,50,77.8,37,100,31,99.6,n/a,n/a,n/a,n/a,n/a,n/a
King's College London,32,80,47,88.9,73,81.1,126,83.1,251,46.4,92,98.4,26,99.9,n/a,n/a,n/a,n/a,n/a,n/a
McGill University,33,80,37,92.3,34,94.1,212,67.5,197,51.8,166,90.5,73,96.3,n/a,n/a,n/a,n/a,n/a,n/a
Fudan University,34,79.9,60,84.7,39,92.5,82,90.9,165,55.7,149,93.1,316,46.3,n/a,n/a,n/a,n/a,n/a,n/a
New York University (NYU),35,79.4,31,95.8,27,96.5,60,96.7,482,25.8,414,37.3,97,93,n/a,n/a,n/a,n/a,n/a,n/a
"University of California, Los Angeles (UCLA)",36,79.2,8,100,10,99.7,374,42,43,81.9,365,47.3,402,32.6,n/a,n/a,n/a,n/a,n/a,n/a
Seoul National University,37,79,26,97.9,29,95.9,98,87.9,175,53.7,577,18.6,601+,11.6,n/a,n/a,n/a,n/a,n/a,n/a
Kyoto University,38,78.9,20,98.6,24,96.9,67,95,296,42.6,601+,16,541,19.8,n/a,n/a,n/a,n/a,n/a,n/a
KAIST - Korea Advanced Institute of Science & Technology,39,78.6,53,86.8,71,82.2,193,70,14,97.4,514,24.7,601+,9.7,n/a,n/a,n/a,n/a,n/a,n/a
The University of Sydney,40,77.1,27,97.4,32,95.3,601+,21.4,83,69.6,38,100,13,100,n/a,n/a,n/a,n/a,n/a,n/a
The University of Melbourne,41,76.5,17,99.1,23,97.3,601+,18.8,100,65.4,113,97.4,24,100,n/a,n/a,n/a,n/a,n/a,n/a
Duke University,42,76.4,50,88.2,62,85.3,18,100,277,44.7,601+,5.9,248,58,n/a,n/a,n/a,n/a,n/a,n/a
The Chinese University of Hong Kong (CUHK),43,75.8,41,90.3,155,53.1,252,59.2,117,62.6,56,100,103,91.5,n/a,n/a,n/a,n/a,n/a,n/a
The University of New South Wales (UNSW Sydney),44,75.4,40,91.1,33,94.9,601+,16.7,48,78.4,42,100,41,99.2,n/a,n/a,n/a,n/a,n/a,n/a
University of British Columbia,45,74.8,28,97.1,54,89.6,294,53.1,352,37.4,169,89.5,166,78.8,n/a,n/a,n/a,n/a,n/a,n/a
The University of Queensland,46,74.5,46,89,80,78.2,600,23.8,46,79.6,30,100,27,99.9,n/a,n/a,n/a,n/a,n/a,n/a
Shanghai Jiao Tong University,47,74.4,63,82.5,48,90.9,245,60.4,64,75.4,282,64,423,30.2,n/a,n/a,n/a,n/a,n/a,n/a
City University of Hong Kong,48,74.3,111,61.5,297,32.8,94,88.9,22,91.2,14,100,49,99,n/a,n/a,n/a,n/a,n/a,n/a
The London School of Economics and Political Science (LSE),49,73.9,72,75.8,11,99.6,376,41.9,68,74,28,100,7,100,n/a,n/a,n/a,n/a,n/a,n/a
Technical University of Munich,50,73.6,61,83.8,17,98.5,88,89.7,528,22.4,288,63.4,141,84.7,n/a,n/a,n/a,n/a,n/a,n/a
Carnegie Mellon University,51,73.4,80,73.3,96,72.4,308,51,24,89.8,275,65.3,38,99.4,n/a,n/a,n/a,n/a,n/a,n/a
Université PSL,52,73.3,73,75.5,20,97.5,20,100,421,31.6,280,64.5,202,68.4,n/a,n/a,n/a,n/a,n/a,n/a
Zhejiang University,53,71.9,89,69.3,45,91.1,86,90,319,40,104,98.1,180,74.2,n/a,n/a,n/a,n/a,n/a,n/a
"University of California, San Diego (UCSD)",54,71.2,38,91.9,170,50.4,242,61.3,187,52.7,303,59.9,216,64.3,n/a,n/a,n/a,n/a,n/a,n/a
Monash University,55,70.9,43,90,55,88.7,601+,14.1,109,64.2,40,100,16,100,n/a,n/a,n/a,n/a,n/a,n/a
Tokyo Institute of Technology (Tokyo Tech),56,70.8,81,73.3,50,90.4,123,83.4,118,62.6,490,27.6,443,28,n/a,n/a,n/a,n/a,n/a,n/a
Delft University of Technology,57,70.7,84,70.7,57,87.9,355,43.9,61,75.8,66,99.8,137,85.6,n/a,n/a,n/a,n/a,n/a,n/a
University of Bristol,58,70.6,74,75.5,67,82.9,187,70.8,273,44.8,161,91.5,157,80.6,n/a,n/a,n/a,n/a,n/a,n/a
Universiti Malaya (UM),59,70.1,78,74.1,65,84.6,132,82.1,241,47.7,262,68.7,327,44.5,n/a,n/a,n/a,n/a,n/a,n/a
Brown University,60,70,116,60.2,137,58.1,133,82,42,82.3,214,82.9,270,53.4,n/a,n/a,n/a,n/a,n/a,n/a
University of Amsterdam,61,69.9,64,82.3,143,55.6,441,35.4,40,83.3,200,84.5,226,61.6,n/a,n/a,n/a,n/a,n/a,n/a
Ecole Polytechnique,61,69.9,195,41.8,15,98.7,31,99.8,97,65.8,129,95.8,45,99,n/a,n/a,n/a,n/a,n/a,n/a
The University of Warwick,62,69,77,74.3,40,92,331,47.8,200,51.4,100,98.1,42,99.2,n/a,n/a,n/a,n/a,n/a,n/a
Ludwig-Maximilians-Universität München,63,68.9,36,92.9,75,80.7,321,49.1,283,43.9,314,57.6,378,36.2,n/a,n/a,n/a,n/a,n/a,n/a
Universität Heidelberg,64,68.6,66,80.6,221,41.8,41,99.1,389,34.2,336,52.3,291,49.5,n/a,n/a,n/a,n/a,n/a,n/a
University of Wisconsin-Madison,65,68.2,56,85.6,178,49.5,182,72.7,168,54.9,433,34.7,448,27.6,n/a,n/a,n/a,n/a,n/a,n/a
National Taiwan University (NTU),66,67.5,39,91.8,59,87.5,408,38.7,169,54.8,568,19.1,363,38.7,n/a,n/a,n/a,n/a,n/a,n/a
Universidad de Buenos Aires (UBA),67,67.5,49,88.3,49,90.8,154,77.9,601+,2.5,299,60.4,187,71.8,n/a,n/a,n/a,n/a,n/a,n/a
Korea University,69,67.1,75,75.2,41,91.7,114,84.9,377,35.4,601+,15,272,53.3,n/a,n/a,n/a,n/a,n/a,n/a
University of Zurich,70,67.1,123,59.7,127,60.6,49,98,258,45.9,48,100,236,59.8,n/a,n/a,n/a,n/a,n/a,n/a
University of Texas at Austin,71,66.7,34,94,66,83.4,601+,12.4,38,84,601+,6.5,598,16.2,n/a,n/a,n/a,n/a,n/a,n/a
Osaka University,72,66.1,68,80.1,77,79.6,151,78.9,310,41.3,557,20.3,601+,14,n/a,n/a,n/a,n/a,n/a,n/a
University of Washington,73,66.1,55,85.9,180,49,601+,13.7,10,98.8,408,39.7,359,39.5,n/a,n/a,n/a,n/a,n/a,n/a
Lomonosov Moscow State University,74,65.9,71,77.3,68,82.8,34,99.8,601+,7.4,558,20.1,171,76.8,n/a,n/a,n/a,n/a,n/a,n/a
The Hong Kong Polytechnic University,75,65.8,100,66.3,229,40.8,153,78,204,51,45,100,159,80.2,n/a,n/a,n/a,n/a,n/a,n/a
University of Copenhagen,76,65.5,83,72.8,245,38.7,21,100,431,31.2,160,91.8,456,26.5,n/a,n/a,n/a,n/a,n/a,n/a
Pohang University of Science And Technology (POSTECH),77,64.6,188,43,147,54.6,28,99.9,11,98.7,436,33.8,601+,3,n/a,n/a,n/a,n/a,n/a,n/a
University of Glasgow,78,64.6,82,73,103,66.8,246,60.4,402,33.5,140,93.8,65,97.1,n/a,n/a,n/a,n/a,n/a,n/a
Tohoku University,79,64.3,88,69.3,95,72.4,48,98.1,325,39.6,601+,11.8,593,16.9,n/a,n/a,n/a,n/a,n/a,n/a
Georgia Institute of Technology,80,64.1,92,68.8,87,76.4,601+,9.2,5,99.9,254,71,214,64.8,n/a,n/a,n/a,n/a,n/a,n/a
The University of Auckland,81,64,59,84.9,141,55.9,566,25.4,243,47,110,97.6,87,94.5,n/a,n/a,n/a,n/a,n/a,n/a
University of Illinois at Urbana-Champaign,82,63.4,52,87.4,165,52.1,601+,10.8,39,83.7,572,18.8,231,60.4,n/a,n/a,n/a,n/a,n/a,n/a
Sorbonne University,83,63.3,42,90.1,189,47.4,407,38.9,224,49.3,435,34,254,57.1,n/a,n/a,n/a,n/a,n/a,n/a
KU Leuven,84,63,62,83.4,144,55.5,601+,9.4,54,77.5,164,90.7,380,36.1,n/a,n/a,n/a,n/a,n/a,n/a
Durham University,85,62.2,128,58,51,90.2,463,33.1,89,68.3,105,97.9,114,88.7,n/a,n/a,n/a,n/a,n/a,n/a
Yonsei University,86,62.5,94,68.3,58,87.7,112,85.1,433,31,601+,12.1,320,45.3,n/a,n/a,n/a,n/a,n/a,n/a
University of Birmingham,87,62,104,64.4,94,72.6,301,52.5,268,45.4,145,93.4,121,87.9,n/a,n/a,n/a,n/a,n/a,n/a
Sungkyunkwan University (SKKU),88,61.5,117,60.2,89,75.6,113,84.9,240,47.7,559,20.1,361,39.3,n/a,n/a,n/a,n/a,n/a,n/a
Rice University,89,61.4,209,39.6,381,25.3,139,80.8,31,87.5,173,88.8,100,92,n/a,n/a,n/a,n/a,n/a,n/a
University of Southampton,90,61.3,151,50.9,157,52.9,215,66.8,123,61.7,112,97.6,94,93.5,n/a,n/a,n/a,n/a,n/a,n/a
University of Leeds,91,61.2,85,70.6,82,78.1,345,46,360,36.7,199,84.7,153,81.3,n/a,n/a,n/a,n/a,n/a,n/a
The University of Western Australia,92,61,113,61.1,160,52.7,601+,19,35,85.7,29,100,33,99.6,n/a,n/a,n/a,n/a,n/a,n/a
The University of Sheffield,93,60.8,112,61.4,134,58.6,233,62.2,295,42.8,194,85.3,75,96,n/a,n/a,n/a,n/a,n/a,n/a
University of Science and Technology of China,94,60.8,141,53.9,450,19.9,157,77.7,7,99.2,528,24.1,601+,6.1,n/a,n/a,n/a,n/a,n/a,n/a
University of North Carolina at Chapel Hill,95,60.6,95,68.1,176,49.7,116,84.4,276,44.8,451,32.6,601+,10.5,n/a,n/a,n/a,n/a,n/a,n/a
University of St Andrews,96,60.3,170,46,121,61.1,210,67.6,131,60.2,93,98.4,28,99.8,n/a,n/a,n/a,n/a,n/a,n/a
Lund University,97,60.2,87,70,169,50.9,284,53.6,321,39.9,152,92.3,197,69,n/a,n/a,n/a,n/a,n/a,n/a
KTH Royal Institute of Technology,98,59.5,168,46.2,111,63.6,224,64.8,91,68,95,98.3,251,57.4,n/a,n/a,n/a,n/a,n/a,n/a
University of Nottingham,99,59,119,60,97,71.6,332,47.7,252,46.4,163,90.8,144,83.5,n/a,n/a,n/a,n/a,n/a,n/a
Universidad Nacional Autónoma de México  (UNAM),100,58.8,35,93.3,46,90.9,295,52.9,601+,4,601+,9.9,601+,3.6,n/a,n/a,n/a,n/a,n/a,n/a
Pennsylvania State University,101,58.4,76,74.9,90,75.3,503,29.9,135,59.7,601+,15.9,373,36.9,n/a,n/a,n/a,n/a,n/a,n/a
"Trinity College Dublin, The University of Dublin",102,58.4,98,66.6,175,49.7,475,32.4,203,51.3,70,99.6,93,93.7,n/a,n/a,n/a,n/a,n/a,n/a
Technical University of Denmark,103,57.9,269,31.3,328,29.7,25,99.9,96,66,62,99.9,167,78.6,n/a,n/a,n/a,n/a,n/a,n/a
University of Helsinki,104,57.6,103,65.3,202,45.9,211,67.5,234,48.4,296,61.4,601+,5.7,n/a,n/a,n/a,n/a,n/a,n/a
Washington University in St. Louis,105,56.9,185,43.3,501+,15.5,33,99.8,179,53.3,225,80,225,61.8,n/a,n/a,n/a,n/a,n/a,n/a
The University of Adelaide,106,56.8,131,55.5,260,37,564,25.5,52,77.8,64,99.8,44,99.1,n/a,n/a,n/a,n/a,n/a,n/a
University of Geneva,107,56.8,152,50.9,400,23.4,327,48.5,74,71.2,32,100,64,97.4,n/a,n/a,n/a,n/a,n/a,n/a
The Ohio State University,108,56.4,107,63.5,115,63.2,261,57.6,349,37.8,221,81.3,499,23.5,n/a,n/a,n/a,n/a,n/a,n/a
Purdue University,109,55.9,106,63.6,98,69.4,601+,19.2,116,62.7,203,83.9,279,51.4,n/a,n/a,n/a,n/a,n/a,n/a
Boston University,110,55.8,109,62,153,53.4,371,42.4,173,54.3,467,30.9,120,88,n/a,n/a,n/a,n/a,n/a,n/a
Nagoya University,111,55.8,125,58.7,164,52.3,85,90,382,35,601+,14.8,534,20.4,n/a,n/a,n/a,n/a,n/a,n/a
"University of California, Davis",112,55.3,93,68.7,285,33.9,519,28.7,163,56.1,238,75.1,203,68.4,n/a,n/a,n/a,n/a,n/a,n/a
University of Oslo,113,55.2,138,54.5,501+,15.7,131,82.1,245,46.8,176,88.3,455,26.7,n/a,n/a,n/a,n/a,n/a,n/a
University of Bern,114,54.9,278,30.2,244,38.7,186,70.9,33,86.7,44,100,337,42.7,n/a,n/a,n/a,n/a,n/a,n/a
Queen Mary University of London,114,55.1,146,52.6,228,40.9,258,58.4,314,40.4,68,99.7,48,99,n/a,n/a,n/a,n/a,n/a,n/a
Universidade de São Paulo,115,54.8,48,88.6,102,67.4,601+,20.5,346,38.1,601+,8.2,601+,3.1,n/a,n/a,n/a,n/a,n/a,n/a
Wageningen University & Research,116,54.8,206,40,417,22.2,56,96.9,180,53.1,378,45.5,162,79.8,n/a,n/a,n/a,n/a,n/a,n/a
Humboldt-Universität zu Berlin,117,54.5,45,89.8,139,57.5,601+,10,416,32.2,347,50,417,31.1,n/a,n/a,n/a,n/a,n/a,n/a
Université de Montréal,118,54.3,133,55.1,151,53.6,216,66.8,444,29.1,172,88.8,237,59.7,n/a,n/a,n/a,n/a,n/a,n/a
University of Alberta,119,54,137,54.6,251,37.7,311,50.5,242,47.2,162,91.2,161,79.9,n/a,n/a,n/a,n/a,n/a,n/a
Eindhoven University of Technology,120,53.9,277,30.4,81,78.1,273,55.2,57,76.6,67,99.7,324,44.9,n/a,n/a,n/a,n/a,n/a,n/a
Pontificia Universidad Católica de Chile (UC),121,53.8,51,87.7,28,96.4,595,24.2,601+,14.1,576,18.6,601+,3.9,n/a,n/a,n/a,n/a,n/a,n/a
University of Southern California,122,53.8,127,58.1,146,55.1,454,34.1,129,60.5,459,32,142,84.3,n/a,n/a,n/a,n/a,n/a,n/a
Utrecht University,123,53.8,102,66,284,34,406,38.9,145,58.3,304,59.9,481,25,n/a,n/a,n/a,n/a,n/a,n/a
Kyushu University,124,53.7,136,54.6,118,62.5,105,86.7,430,31.2,601+,14.4,533,20.4,n/a,n/a,n/a,n/a,n/a,n/a
Nanjing University,125,53.7,122,59.7,401,23.4,526,28,30,87.6,253,71.4,601+,9.5,n/a,n/a,n/a,n/a,n/a,n/a
Uppsala University,126,53.7,101,66.3,352,27.7,365,42.8,190,52.5,270,66.3,387,35.3,n/a,n/a,n/a,n/a,n/a,n/a
Aalto University,127,53.6,184,43.4,214,43,283,53.6,71,72.5,146,93.2,386,35.4,n/a,n/a,n/a,n/a,n/a,n/a
Leiden University,128,53.4,91,69.2,301,32.2,559,25.8,188,52.6,218,82.2,302,48.1,n/a,n/a,n/a,n/a,n/a,n/a
University of Groningen,129,53.4,154,50.6,348,28.1,231,62.6,290,43.2,153,92,129,86.5,n/a,n/a,n/a,n/a,n/a,n/a
Freie Universitaet Berlin,130,53.2,65,80.9,184,48.4,601+,4.2,246,46.7,285,63.6,313,46.6,n/a,n/a,n/a,n/a,n/a,n/a
"KIT, Karlsruhe Institute of Technology",131,52.9,169,46.2,63,85,534,27.4,78,70.3,301,60.1,230,60.5,n/a,n/a,n/a,n/a,n/a,n/a
Universiti Putra Malaysia (UPM),132,52.7,155,50.5,159,52.8,162,76.1,531,22.3,312,58.1,128,86.5,n/a,n/a,n/a,n/a,n/a,n/a
University of Technology Sydney,134,52.6,172,45.3,78,78.8,601+,8.8,67,74.4,103,98.1,85,94.9,n/a,n/a,n/a,n/a,n/a,n/a
Lancaster University,135,52.5,205,40.6,314,31,347,45.6,73,71.3,142,93.7,79,95.4,n/a,n/a,n/a,n/a,n/a,n/a
Ghent University,136,52.5,143,53.7,396,23.5,128,83,357,37.1,264,68.4,550,19.1,n/a,n/a,n/a,n/a,n/a,n/a
Politecnico di Milano,137,52.4,97,67,70,82.6,601+,5.3,164,55.9,368,46.4,290,49.6,n/a,n/a,n/a,n/a,n/a,n/a
CentraleSupélec,138,52.3,501+,15.6,7,99.9,92,89.1,194,51.9,272,65.6,131,86.1,n/a,n/a,n/a,n/a,n/a,n/a
Chalmers University of Technology,139,52.2,299,28.3,135,58.6,207,68.2,97,65.6,87,98.8,233,60.3,n/a,n/a,n/a,n/a,n/a,n/a
Hokkaido University,140,52.2,140,54,131,60,144,80,410,32.7,588,17.9,599,16.2,n/a,n/a,n/a,n/a,n/a,n/a
Universiti Kebangsaan Malaysia (UKM),141,52,142,53.8,142,55.7,72,93.3,601+,11.9,464,31.2,350,40.8,n/a,n/a,n/a,n/a,n/a,n/a
Universiti Sains Malaysia (USM),142,51.9,130,56,128,60.5,161,76.2,601+,17.6,412,37.6,289,49.9,n/a,n/a,n/a,n/a,n/a,n/a
King Abdulaziz University (KAU),143,51.7,230,36.3,163,52.4,199,69,212,50.2,86,99,255,57,n/a,n/a,n/a,n/a,n/a,n/a
McMaster University,144,51.5,204,40.7,186,47.6,136,81.4,413,32.4,83,99.3,303,48.1,n/a,n/a,n/a,n/a,n/a,n/a
RWTH Aachen University,145,51.4,149,51.9,30,95.8,601+,7.4,90,68.1,386,43.7,191,70.3,n/a,n/a,n/a,n/a,n/a,n/a
Hanyang University,146,51.3,167,46.5,79,78.3,158,77.1,418,31.9,536,23.1,413,31.9,n/a,n/a,n/a,n/a,n/a,n/a
Aarhus University,147,51,135,54.6,227,40.9,469,32.6,98,65.6,197,84.9,589,17,n/a,n/a,n/a,n/a,n/a,n/a
Technische Universität Berlin (TU Berlin),148,50.8,139,54.1,91,75,313,50.3,457,28.2,410,38.2,179,74.4,n/a,n/a,n/a,n/a,n/a,n/a
University of Basel,149,50.6,297,28.4,340,28.5,349,45.3,27,88.3,27,100,125,87.1,n/a,n/a,n/a,n/a,n/a,n/a
University of Vienna,150,50.3,90,69.2,217,42.7,592,24.3,595,18.7,99,98.1,107,90.3,n/a,n/a,n/a,n/a,n/a,n/a
University of York,151,50.3,192,42.6,225,41.4,258,58.4,265,45.7,170,89.5,194,69.9,n/a,n/a,n/a,n/a,n/a,n/a
Newcastle University,152,50.2,179,43.7,86,76.8,400,39.6,306,41.8,179,87.6,155,81.2,n/a,n/a,n/a,n/a,n/a,n/a
"University of California, Santa Barbara (UCSB)",153,50.2,120,60,463,19.3,601+,11.4,32,87.1,326,55.3,430,29.4,n/a,n/a,n/a,n/a,n/a,n/a
"University of Maryland, College Park",154,50.2,144,53.1,312,31.5,315,49.9,101,65,493,27.5,511,22.5,n/a,n/a,n/a,n/a,n/a,n/a
Tecnológico de Monterrey,155,49.9,198,41.7,56,88.3,102,87.3,601+,5.2,122,96.7,600,16.1,n/a,n/a,n/a,n/a,n/a,n/a
University of Pittsburgh,156,49.7,178,43.9,459,19.6,59,96.7,266,45.6,601+,8.6,548,19.4,n/a,n/a,n/a,n/a,n/a,n/a
Michigan State University,157,49.6,110,61.5,105,65.6,601+,15.4,184,52.9,294,62,454,26.9,n/a,n/a,n/a,n/a,n/a,n/a
Emory University,158,49.1,321,25.8,501+,14.5,44,98.5,110,63.9,346,50.1,347,41.1,n/a,n/a,n/a,n/a,n/a,n/a
Cardiff University,159,48.5,166,47.4,238,39.4,330,48,333,38.9,220,81.7,170,77,n/a,n/a,n/a,n/a,n/a,n/a
Alma Mater Studiorum - University of Bologna,160,48.2,69,79.6,197,46.4,601+,4.7,254,46.3,601+,12.1,601+,11.9,n/a,n/a,n/a,n/a,n/a,n/a
École Normale Supérieure de Lyon,161,48.1,255,33.3,501+,10.1,69,94.6,171,54.7,332,53.7,554,18.9,n/a,n/a,n/a,n/a,n/a,n/a
Case Western Reserve University,162,47.4,426,19.7,476,18.7,107,86.5,94,67.8,327,55.3,178,74.5,n/a,n/a,n/a,n/a,n/a,n/a
University of Florida,163,47.4,158,49.7,166,51.9,170,75.3,472,26.8,556,20.6,601+,12.9,n/a,n/a,n/a,n/a,n/a,n/a
University of Exeter,164,47.2,208,39.7,129,60.3,368,42.6,316,40.2,165,90.6,163,79.4,n/a,n/a,n/a,n/a,n/a,n/a
Al-Farabi Kazakh National University,165,46.9,194,42,116,63.1,47,98.2,601+,1.4,393,42,420,30.7,n/a,n/a,n/a,n/a,n/a,n/a
University of Rochester,165,46.9,324,25.5,501+,11.3,24,99.9,351,37.4,287,63.5,98,92.9,n/a,n/a,n/a,n/a,n/a,n/a
University of Waterloo,167,46.8,210,39.6,85,77.5,601+,7.9,95,67,234,76.4,145,83.4,n/a,n/a,n/a,n/a,n/a,n/a
National Tsing Hua University,168,46.4,159,49.5,138,58.1,445,34.8,143,58.3,564,19.4,575,18,n/a,n/a,n/a,n/a,n/a,n/a
Texas A&M University,169,46.2,115,60.7,132,59.9,601+,8.1,139,59.2,508,25.2,551,19.1,n/a,n/a,n/a,n/a,n/a,n/a
University of Lausanne,170,46.2,235,35.1,427,21.5,266,56.7,199,51.7,78,99.5,224,62,n/a,n/a,n/a,n/a,n/a,n/a
Sapienza University of Rome,171,46.1,70,78.4,289,33.8,601+,5.1,255,46.3,601+,4.8,601+,10.5,n/a,n/a,n/a,n/a,n/a,n/a
Indian Institute of Technology Bombay (IITB),172,46,156,50.4,93,74.2,426,36.2,181,53.1,601+,3.9,601+,1.6,n/a,n/a,n/a,n/a,n/a,n/a
Technische Universität Dresden,173,45.9,221,37.6,120,61.1,120,83.7,543,21.5,427,35.7,395,34.1,n/a,n/a,n/a,n/a,n/a,n/a
University of Bath,174,45.9,231,36.1,101,67.7,587,24.8,214,50,101,98.1,106,90.4,n/a,n/a,n/a,n/a,n/a,n/a
Eberhard Karls Universität Tübingen,175,45.8,171,45.6,409,22.6,90,89.5,601+,17.8,374,45.8,466,26,n/a,n/a,n/a,n/a,n/a,n/a
Albert-Ludwigs-Universitaet Freiburg,176,45.8,147,52,477,18.7,436,35.7,195,51.8,292,62.4,331,43.9,n/a,n/a,n/a,n/a,n/a,n/a
The Hebrew University of Jerusalem,177,45.7,223,37.4,331,29.5,147,79.8,328,39.2,274,65.4,601+,9.9,n/a,n/a,n/a,n/a,n/a,n/a
University College Dublin,178,45.7,161,49.2,223,41.6,518,28.8,330,39,111,97.6,222,63.2,n/a,n/a,n/a,n/a,n/a,n/a
University of Minnesota Twin Cities,179,45.7,105,64.3,366,26.2,480,31.9,236,48.1,601+,7.1,601+,15,n/a,n/a,n/a,n/a,n/a,n/a
Universidad de Chile,180,45.6,79,73.9,44,91.2,601+,13.8,601+,15,601+,9.5,601+,7.4,n/a,n/a,n/a,n/a,n/a,n/a
Stockholm University,181,45.5,134,55.1,501+,15.6,515,29,244,46.9,180,87.5,345,41.5,n/a,n/a,n/a,n/a,n/a,n/a
University of Liverpool,182,45.5,189,42.9,315,31,324,48.6,434,30.9,186,86.7,92,93.8,n/a,n/a,n/a,n/a,n/a,n/a
Universitat de Barcelona,183,45.4,86,70.2,247,38.1,601+,20.9,376,35.5,601+,6.6,411,32.1,n/a,n/a,n/a,n/a,n/a,n/a
University of Otago,184,45.3,145,53,265,36.5,601+,17.6,285,43.5,31,100,242,59,n/a,n/a,n/a,n/a,n/a,n/a
