name,overall rank,overall score,academic reputation rank,academic reputation score,employer reputation rank,employer reputation score,faculty student rank,faculty student score,citations per faculty rank,citations per faculty score,international faculty rank,international faculty score,international students rank,international students score,international Research Network rank,international Research Network score,employment outcomes rank,employment outcomes score,sustainability rank,sustainability score
University of Eastern Finland,528,n/a,501+,14.9,501+,11.4,370,42.5,428,30.8,479,13.3,601+,6.3,n/a,n/a,n/a,n/a,n/a,n/a
University of Tehran,529,n/a,378,22.3,413,22.7,601+,3.9,255,52.8,601+,1.2,601+,2.1,n/a,n/a,n/a,n/a,n/a,n/a
Université de Montpellier,530,n/a,413,20.2,501+,9.6,601+,9.9,288,49.3,546,8.1,416,31.6,n/a,n/a,n/a,n/a,n/a,n/a
Ajou University,531,n/a,501+,11.4,501+,10.5,231,64.1,601+,15.9,601+,2.1,596,16.2,n/a,n/a,n/a,n/a,n/a,n/a
East China Normal University,532,n/a,501+,14.6,501+,3.6,512,30,394,34.7,301,45.5,478,24.7,n/a,n/a,n/a,n/a,n/a,n/a
Hitotsubashi University,533,n/a,501+,16.5,79,78.2,531,28.7,601+,2.7,529,9.2,506,22.8,n/a,n/a,n/a,n/a,n/a,n/a
Institut National des Sciences Appliquées de Lyon (INSA),534,n/a,501+,8.9,352,28,397,39.6,598,16.5,451,15.3,153,81.2,n/a,n/a,n/a,n/a,n/a,n/a
Lehigh University,535,n/a,501+,6,501+,6.6,438,35.8,314,44.9,456,15.1,332,43,n/a,n/a,n/a,n/a,n/a,n/a
Nagasaki University,536,n/a,501+,6.5,501+,2.3,105,86.2,601+,8.3,601+,2.3,601+,5.4,n/a,n/a,n/a,n/a,n/a,n/a
National Research Saratov State University,537,n/a,501+,4.4,501+,1.9,58,95,601+,1.9,601+,1.4,574,17.4,n/a,n/a,n/a,n/a,n/a,n/a
Oregon State University,538,n/a,485,17.5,501+,8,541,28,362,38.1,559,7.3,563,18.2,n/a,n/a,n/a,n/a,n/a,n/a
Saint Joseph University of Beirut (USJ),539,n/a,501+,9.7,310,30.5,315,49,601+,2.6,184,86,555,19.2,n/a,n/a,n/a,n/a,n/a,n/a
Southern Federal University,540,n/a,501+,8.1,501+,3.4,130,81.4,601+,1.9,601+,1.3,389,35,n/a,n/a,n/a,n/a,n/a,n/a
Universidad de Costa Rica,541,n/a,299,28.2,204,45.9,491,31.4,601+,1.8,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Universidad de Zaragoza,542,n/a,383,21.8,501+,4.9,311,49.7,601+,11.8,601+,1.2,601+,10.2,n/a,n/a,n/a,n/a,n/a,n/a
University of Delaware,543,n/a,501+,10.5,501+,10.8,601+,9.2,157,66.6,403,21.8,582,17,n/a,n/a,n/a,n/a,n/a,n/a
Aberystwyth University,544,n/a,501+,9.8,501+,7.5,591,24.3,388,35.7,305,44.7,233,60,n/a,n/a,n/a,n/a,n/a,n/a
Iran University of Science and Technology,545,n/a,501+,6.4,501+,12.6,601+,2.7,71,87.5,n/a,n/a,601+,1.5,n/a,n/a,n/a,n/a,n/a,n/a
Kyungpook National University,546,n/a,501+,13.5,501+,17.3,275,55.7,601+,15.1,601+,2.4,601+,10.7,n/a,n/a,n/a,n/a,n/a,n/a
Niigata University,547,n/a,501+,4.7,501+,2.8,77,91.2,601+,6.3,601+,1.8,601+,3.9,n/a,n/a,n/a,n/a,n/a,n/a
Northwestern Polytechnical University,548,n/a,501+,4.9,501+,2.1,274,55.8,347,40.1,548,8.1,601+,5,n/a,n/a,n/a,n/a,n/a,n/a
Sabanci University,549,n/a,501+,15.6,455,20,400,39.4,576,18,360,30.6,600,16,n/a,n/a,n/a,n/a,n/a,n/a
The University of Georgia,550,n/a,379,22.1,338,28.8,601+,13,386,36,601+,2.3,601+,5.7,n/a,n/a,n/a,n/a,n/a,n/a
"The University of Tennessee, Knoxville",551,n/a,501+,10.9,385,25.3,601+,15.2,215,58.4,601+,1.9,601+,3.2,n/a,n/a,n/a,n/a,n/a,n/a
University of Ulsan,552,n/a,501+,5.8,501+,2.7,227,64.4,432,30.6,601+,1.4,601+,4.7,n/a,n/a,n/a,n/a,n/a,n/a
Abai Kazakh National Pedagogical University,553,n/a,501+,15.4,501+,12,214,66.2,601+,1.1,442,16.1,601+,2.7,n/a,n/a,n/a,n/a,n/a,n/a
Aristotle University of Thessaloniki,554,n/a,318,26.6,382,25.5,601+,3,389,35.6,601+,1,601+,14.9,n/a,n/a,n/a,n/a,n/a,n/a
Kazakh National Agrarian Research University KazNARU,555,n/a,501+,12.5,501+,10.4,198,68.6,601+,1,465,14.4,536,20.5,n/a,n/a,n/a,n/a,n/a,n/a
Masaryk University,556,n/a,356,23.5,387,25.2,601+,12.1,601+,15.4,455,15.2,193,70.4,n/a,n/a,n/a,n/a,n/a,n/a
Middle East Technical University,557,n/a,333,25.4,224,42.3,601+,7.8,506,24.1,601+,4.2,601+,13.1,n/a,n/a,n/a,n/a,n/a,n/a
Universidad Panamericana (UP),558,n/a,501+,7.6,306,31.1,166,74.3,601+,1.2,601+,4.9,601+,1.6,n/a,n/a,n/a,n/a,n/a,n/a
Universidad de Sevilla,559,n/a,237,35.2,501+,10,601+,17.9,601+,9.4,601+,1.5,548,20,n/a,n/a,n/a,n/a,n/a,n/a
University of Szeged,560,n/a,479,17.7,501+,13.9,346,45.5,601+,5.1,601+,4.4,236,59.4,n/a,n/a,n/a,n/a,n/a,n/a
Università Cattolica del Sacro Cuore,561,n/a,380,22,304,31.3,393,39.7,601+,6.5,601+,2,601+,9,n/a,n/a,n/a,n/a,n/a,n/a
Université Paul Sabatier Toulouse III,562,n/a,410,20.4,501+,4.4,343,45.7,601+,11.9,601+,2,449,27,n/a,n/a,n/a,n/a,n/a,n/a
Altai State University,563,n/a,501+,5.9,501+,5.4,136,80.2,601+,1.4,601+,1.8,366,38.2,n/a,n/a,n/a,n/a,n/a,n/a
Hallym University,564,n/a,501+,2.6,501+,1.6,73,91.7,601+,8,601+,1.6,601+,6.1,n/a,n/a,n/a,n/a,n/a,n/a
Inha University,565,n/a,501+,7.3,501+,12.8,190,69.9,601+,12.1,601+,2.1,601+,11.8,n/a,n/a,n/a,n/a,n/a,n/a
Jawaharlal Nehru University,566,n/a,293,28.8,501+,10.5,601+,20.4,518,23.3,n/a,n/a,601+,3,n/a,n/a,n/a,n/a,n/a,n/a
Technische Universität Braunschweig,567,n/a,501+,10,501+,16.5,240,62.2,601+,9.1,n/a,n/a,431,29.7,n/a,n/a,n/a,n/a,n/a,n/a
The New School,568,n/a,501+,13.8,501+,6.4,320,48.7,601+,3.8,601+,1.9,84,94.9,n/a,n/a,n/a,n/a,n/a,n/a
Università degli Studi di Pavia,569,n/a,403,20.6,501+,6.8,601+,6.6,267,51.6,601+,2.2,601+,13.6,n/a,n/a,n/a,n/a,n/a,n/a
Université de Fribourg,570,n/a,501+,10.8,501+,6.8,601+,5.7,354,39,67,100,295,48.9,n/a,n/a,n/a,n/a,n/a,n/a
Cairo University,571,n/a,217,38.6,375,26,601+,10.7,601+,2.7,601+,1.2,601+,6,n/a,n/a,n/a,n/a,n/a,n/a
Dalian University of Technology,572,n/a,501+,8.6,501+,2.6,601+,14.6,147,69.2,601+,3.6,601+,2.9,n/a,n/a,n/a,n/a,n/a,n/a
East China University of Science and Technology,573,n/a,501+,7.3,501+,2.7,601+,17.2,130,71.4,601+,1.2,601+,2.3,n/a,n/a,n/a,n/a,n/a,n/a
Holy Spirit University of Kaslik,574,n/a,501+,4.7,501+,10.5,290,53.5,601+,1.6,92,99.3,356,39.2,n/a,n/a,n/a,n/a,n/a,n/a
Hunan University,575,n/a,501+,7,501+,6.7,601+,11.5,115,75.3,601+,2,601+,3.4,n/a,n/a,n/a,n/a,n/a,n/a
Ivane Javakhishvili Tbilisi State University,576,n/a,501+,6.8,501+,5.3,109,85.4,601+,1.2,601+,1.2,601+,3.4,n/a,n/a,n/a,n/a,n/a,n/a
Jeonbuk National University,577,n/a,501+,12.5,501+,9.7,262,58.6,601+,13.2,601+,3.1,601+,8.4,n/a,n/a,n/a,n/a,n/a,n/a
Osaka City University,578,n/a,501+,9.4,501+,6.7,175,73.2,601+,8.9,601+,1.9,601+,4.2,n/a,n/a,n/a,n/a,n/a,n/a
Universitat de Valencia,579,n/a,282,30.1,501+,8.9,601+,11.4,498,24.8,601+,1.2,601+,11.1,n/a,n/a,n/a,n/a,n/a,n/a
University of Minho,580,n/a,501+,14.8,501+,7.9,330,47.5,601+,15.2,516,10,479,24.5,n/a,n/a,n/a,n/a,n/a,n/a
University of Nebraska - Lincoln,581,n/a,501+,10.8,501+,6.1,601+,22.7,361,38.2,261,57.5,541,20.4,n/a,n/a,n/a,n/a,n/a,n/a
Universität Bremen,582,n/a,415,20.2,501+,6.9,601+,21.5,468,27.6,373,28.1,508,22.7,n/a,n/a,n/a,n/a,n/a,n/a
Lebanese American University,583,n/a,501+,9.7,359,27.5,520,29.5,601+,4.2,133,95.7,297,48.2,n/a,n/a,n/a,n/a,n/a,n/a
"Lingnan University, Hong Kong",584,n/a,501+,7.6,501+,8.4,601+,23.4,601+,14.9,33,100,158,78.5,n/a,n/a,n/a,n/a,n/a,n/a
Murdoch University,585,n/a,501+,7.9,501+,9.2,601+,5.5,338,41,207,77.2,201,68.3,n/a,n/a,n/a,n/a,n/a,n/a
Okayama University,586,n/a,501+,8,501+,3.7,182,71.5,601+,11,601+,1.9,601+,7.2,n/a,n/a,n/a,n/a,n/a,n/a
Samara National Research University (Samara University),587,n/a,501+,4.2,501+,3.8,114,84.9,601+,2.7,601+,1.6,528,21.1,n/a,n/a,n/a,n/a,n/a,n/a
Universidad Nacional de La Plata (UNLP),588,n/a,255,32.9,420,22.2,601+,19.2,601+,2.1,601+,1.7,597,16.2,n/a,n/a,n/a,n/a,n/a,n/a
University of Guelph,589,n/a,501+,13.8,306,31.1,601+,6.5,341,40.8,353,32.9,601+,15.7,n/a,n/a,n/a,n/a,n/a,n/a
University of South Florida,590,n/a,501+,13.2,501+,14.8,601+,9.2,304,46.5,365,29.7,490,23.9,n/a,n/a,n/a,n/a,n/a,n/a
Applied Science University - Bahrain,591,n/a,501+,11.1,475,18.8,464,33.4,601+,1.3,19,100,339,41.7,n/a,n/a,n/a,n/a,n/a,n/a
Bilkent University,592,n/a,428,19.7,381,25.5,601+,17.2,591,16.9,296,46.1,601+,10.8,n/a,n/a,n/a,n/a,n/a,n/a
Indian Institute of Technology Hyderabad (IITH),593,n/a,501+,3.7,501+,2.2,583,24.9,163,65.8,601+,1.1,601+,1.5,n/a,n/a,n/a,n/a,n/a,n/a
Kumamoto University,594,n/a,501+,7.4,501+,2.6,181,71.6,601+,10.8,601+,1.9,601+,3.8,n/a,n/a,n/a,n/a,n/a,n/a
National Chengchi University,595,n/a,440,19.4,314,30.2,493,31.4,601+,3.1,596,5.9,306,46.6,n/a,n/a,n/a,n/a,n/a,n/a
Savitribai Phule Pune University,596,n/a,501+,8.5,501+,5.8,265,57.8,535,22,601+,1,601+,3.2,n/a,n/a,n/a,n/a,n/a,n/a
"Sofia University ""St. Kliment Ohridski""",597,n/a,501+,14,501+,15,253,60.6,601+,2,601+,1.2,601+,11,n/a,n/a,n/a,n/a,n/a,n/a
Universidad Externado de Colombia,598,n/a,501+,11.4,151,53.8,324,48.3,601+,1.1,601+,3.4,601+,1.7,n/a,n/a,n/a,n/a,n/a,n/a
University of Debrecen,599,n/a,487,17.4,501+,11.6,453,34.4,601+,4.1,601+,5.3,157,79,n/a,n/a,n/a,n/a,n/a,n/a
University of Electronic Science and Technology of China,600,n/a,501+,4.2,501+,2.4,601+,10.2,99,79.3,601+,1.5,601+,3.1,n/a,n/a,n/a,n/a,n/a,n/a
University of Ljubljana,601,n/a,423,20,501+,7.6,347,45.3,601+,8.3,601+,1.5,601+,8.8,n/a,n/a,n/a,n/a,n/a,n/a
Universität Regensburg,602,n/a,501+,11.2,501+,6.8,225,64.5,601+,9.2,n/a,n/a,601+,10.9,n/a,n/a,n/a,n/a,n/a,n/a
Université du Québec,603,n/a,392,21.1,459,19.8,601+,2.4,378,36.6,484,12.9,469,25.3,n/a,n/a,n/a,n/a,n/a,n/a
Abo Akademi University,604,n/a,501+,8.9,501+,7.8,466,33.2,437,30.2,376,27.6,601+,15,n/a,n/a,n/a,n/a,n/a,n/a
American University in Dubai,605,n/a,501+,7.6,501+,15.5,601+,17.7,601+,2.2,4,100,2,100,n/a,n/a,n/a,n/a,n/a,n/a
Ateneo de Manila University,606,n/a,472,18,239,39.7,435,35.9,601+,1.7,601+,1.6,601+,3.6,n/a,n/a,n/a,n/a,n/a,n/a
Bangor University,607,n/a,501+,8.6,501+,6.2,601+,17.5,424,31.1,319,41.8,191,70.5,n/a,n/a,n/a,n/a,n/a,n/a
Canadian University Dubai,608,n/a,501+,7.2,501+,13.7,559,26.6,601+,1.8,7,100,6,100,n/a,n/a,n/a,n/a,n/a,n/a
Carleton University,609,n/a,501+,9.5,486,18.3,601+,2.9,297,47.2,412,20.3,272,53,n/a,n/a,n/a,n/a,n/a,n/a
Central Queensland University (CQUniversity Australia),610,n/a,501+,6.6,501+,12.1,601+,20.3,601+,10,134,95.7,56,98.2,n/a,n/a,n/a,n/a,n/a,n/a
Chiang Mai University,611,n/a,270,31,326,29.5,601+,14.9,601+,4,601+,1.6,601+,4.1,n/a,n/a,n/a,n/a,n/a,n/a
China Agricultural University,612,n/a,501+,8,501+,1.8,601+,23.4,236,55.2,601+,1.5,601+,1.7,n/a,n/a,n/a,n/a,n/a,n/a
Clark University,613,n/a,501+,3.6,501+,2.2,547,27.5,330,42.1,601+,4.6,189,70.8,n/a,n/a,n/a,n/a,n/a,n/a
Coventry University,614,n/a,501+,9.8,298,32.2,601+,14.6,601+,6.2,231,70.2,29,99.8,n/a,n/a,n/a,n/a,n/a,n/a
Gifu University,615,n/a,501+,4.1,501+,2.2,144,78.7,601+,8.1,601+,1.7,601+,4.2,n/a,n/a,n/a,n/a,n/a,n/a
Kanazawa University,616,n/a,501+,8.2,501+,3.3,233,63.3,601+,12.2,601+,3.4,601+,6.2,n/a,n/a,n/a,n/a,n/a,n/a
"Kingston University, London",617,n/a,501+,15.6,501+,14.1,601+,8.3,601+,9.3,248,63.3,51,98.7,n/a,n/a,n/a,n/a,n/a,n/a
Konkuk University,618,n/a,501+,7.3,501+,11.3,263,58.1,601+,11.5,601+,2.1,601+,12.6,n/a,n/a,n/a,n/a,n/a,n/a
Leibniz University Hannover,619,n/a,393,21.1,321,29.9,601+,13.4,601+,10.3,443,16,359,38.9,n/a,n/a,n/a,n/a,n/a,n/a
Management and Science University,620,n/a,501+,10.6,445,20.4,391,40,601+,1.3,312,43.5,345,41.1,n/a,n/a,n/a,n/a,n/a,n/a
Nanjing University of Science and Technology,621,n/a,501+,3.9,501+,2.3,601+,18.9,166,65.3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Palacký University Olomouc,622,n/a,501+,15.4,501+,12.5,416,37.8,601+,9,432,17.3,552,19.5,n/a,n/a,n/a,n/a,n/a,n/a
Pavol Jozef Šafárik University in Košice,623,n/a,501+,4.6,501+,2.3,228,64.3,601+,4.1,601+,1.2,214,64.3,n/a,n/a,n/a,n/a,n/a,n/a
Pusan National University,624,n/a,447,19.1,501+,15.9,530,29,550,20.4,601+,2.7,601+,7.6,n/a,n/a,n/a,n/a,n/a,n/a
Renmin (People's) University of China,625,n/a,365,22.9,221,43.1,601+,20.4,601+,8.2,601+,2.5,601+,6.3,n/a,n/a,n/a,n/a,n/a,n/a
Asfendiyarov Kazakh National Medical University,626,n/a,501+,6.3,501+,5,229,64.3,601+,1,601+,2.4,291,49.6,n/a,n/a,n/a,n/a,n/a,n/a
Sejong University,627,n/a,501+,11.3,490,18.1,601+,17.7,369,37.6,489,11.8,520,21.6,n/a,n/a,n/a,n/a,n/a,n/a
Shenzhen University,628,n/a,501+,7.1,501+,2.3,204,67.6,601+,14.2,601+,4.9,601+,1.7,n/a,n/a,n/a,n/a,n/a,n/a
Smith College,629,n/a,501+,3.6,501+,2.2,170,73.7,601+,6.9,601+,2.1,500,23.2,n/a,n/a,n/a,n/a,n/a,n/a
Soochow University,630,n/a,501+,5.9,501+,2.5,601+,18.2,172,64.2,601+,2.4,601+,3.1,n/a,n/a,n/a,n/a,n/a,n/a
Taras Shevchenko National University of Kyiv,631,n/a,469,18.1,327,29.4,389,40.3,601+,2.7,601+,1.1,601+,7.3,n/a,n/a,n/a,n/a,n/a,n/a
Thammasat University,632,n/a,360,23.2,233,40.7,545,27.7,601+,2.2,601+,3.7,601+,1.9,n/a,n/a,n/a,n/a,n/a,n/a
Tokyo University of Agriculture and Technology,633,n/a,501+,12.2,501+,6.1,601+,14.1,254,52.9,601+,1.9,601+,6.7,n/a,n/a,n/a,n/a,n/a,n/a
Universidad Anáhuac México,634,n/a,501+,10.2,268,35.6,271,56.3,601+,1.1,601+,2.2,601+,3.5,n/a,n/a,n/a,n/a,n/a,n/a
Universidad Nacional del Centro de la Provincia de Buenos Aires (UNICEN),635,n/a,501+,5.3,501+,2.4,124,83,601+,1.5,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Comillas Pontifical University,636,n/a,501+,8.6,137,57.5,375,42,601+,2.7,580,6.6,601+,5.9,n/a,n/a,n/a,n/a,n/a,n/a
Universidad de Concepción,637,n/a,334,25.4,220,43.8,601+,16.4,601+,6.7,601+,4.6,601+,2.4,n/a,n/a,n/a,n/a,n/a,n/a
Universitat Ramon Llull,638,n/a,501+,11.3,201,46.3,601+,8.1,601+,8.4,138,94.9,371,37.3,n/a,n/a,n/a,n/a,n/a,n/a
Universite Paris-Pantheon-Assas,639,n/a,501+,6.6,501+,7.4,151,77.3,601+,1.2,n/a,n/a,601+,7.8,n/a,n/a,n/a,n/a,n/a,n/a
University of Aveiro,640,n/a,501+,12.1,501+,6.1,589,24.4,309,45.7,n/a,n/a,601+,2.4,n/a,n/a,n/a,n/a,n/a,n/a
University of Cincinnati,641,n/a,501+,13.1,501+,12.9,527,29.1,445,29.4,601+,2.3,601+,12.4,n/a,n/a,n/a,n/a,n/a,n/a
University of Genoa,642,n/a,501+,15.8,501+,4.7,601+,9.8,293,47.7,601+,1.6,601+,15.7,n/a,n/a,n/a,n/a,n/a,n/a
University of Hohenheim,643,n/a,501+,9.4,501+,5,601+,6.8,226,56.1,528,9.3,451,26.8,n/a,n/a,n/a,n/a,n/a,n/a
University of Jordan,644,n/a,346,24.4,286,33,601+,15.7,601+,3.6,545,8.1,388,35.1,n/a,n/a,n/a,n/a,n/a,n/a
University of Manitoba,645,n/a,501+,13.9,497,17.8,380,41.3,601+,12.3,n/a,n/a,415,31.6,n/a,n/a,n/a,n/a,n/a,n/a
University of Plymouth,646,n/a,501+,9.4,501+,12.1,601+,12.4,326,43.2,371,28.4,393,33.9,n/a,n/a,n/a,n/a,n/a,n/a
University of Pretoria,647,n/a,373,22.4,250,38.1,601+,3,519,23.2,370,28.8,601+,7.4,n/a,n/a,n/a,n/a,n/a,n/a
University of Sharjah,648,n/a,501+,13.9,501+,11,601+,6.7,601+,5.8,8,100,14,100,n/a,n/a,n/a,n/a,n/a,n/a
University of Siena,649,n/a,501+,11.7,501+,3.2,601+,10.4,234,55.6,601+,1.4,518,21.8,n/a,n/a,n/a,n/a,n/a,n/a
University of South Carolina,650,n/a,501+,16.4,478,18.8,601+,12,422,31.2,385,25.3,601+,5,n/a,n/a,n/a,n/a,n/a,n/a
Victoria University,651,n/a,501+,8.1,501+,8.2,601+,2.1,299,46.9,367,29,111,89.7,n/a,n/a,n/a,n/a,n/a,n/a
American University,652,n/a,501+,15.9,334,28.9,452,34.6,601+,5.2,601+,1.4,562,18.2,n/a,n/a,n/a,n/a,n/a,n/a
Chongqing University,653,n/a,501+,6.9,501+,3.1,601+,14.6,190,61.6,601+,1.5,601+,2.4,n/a,n/a,n/a,n/a,n/a,n/a
College of William and Mary,654,n/a,501+,9,501+,13.5,430,37,537,21.6,601+,3.3,601+,11.7,n/a,n/a,n/a,n/a,n/a,n/a
Comenius University Bratislava,655,n/a,501+,12.9,501+,3.1,313,49.3,601+,4,601+,1.3,457,26.5,n/a,n/a,n/a,n/a,n/a,n/a
Drexel University,656,n/a,501+,9.2,501+,7.3,481,32.1,426,30.9,601+,4.4,513,22.2,n/a,n/a,n/a,n/a,n/a,n/a
Edith Cowan University,657,n/a,501+,8.4,501+,11.3,601+,8,521,23.1,257,58.7,123,87.9,n/a,n/a,n/a,n/a,n/a,n/a
Eötvös Loránd University,658,n/a,351,24,501+,17.4,601+,21.8,601+,5.8,601+,2,471,25.2,n/a,n/a,n/a,n/a,n/a,n/a
Free University of Bozen-Bolzano,659,n/a,501+,4,501+,2,601+,11.7,372,37.3,179,87.3,429,30.1,n/a,n/a,n/a,n/a,n/a,n/a
Howard University,660,n/a,501+,6,501+,11,212,66.5,601+,4.4,601+,1,601+,6.8,n/a,n/a,n/a,n/a,n/a,n/a
Immanuel Kant Baltic Federal University,661,n/a,501+,5.3,501+,2,202,67.8,601+,1.7,601+,5,448,27.2,n/a,n/a,n/a,n/a,n/a,n/a
International Islamic University Malaysia (IIUM),662,n/a,396,21,493,18,601+,16.8,601+,3.2,493,11.6,212,64.9,n/a,n/a,n/a,n/a,n/a,n/a
Jadavpur University,663,n/a,501+,13.3,501+,4.8,601+,14.1,296,47.2,n/a,n/a,601+,1.4,n/a,n/a,n/a,n/a,n/a,n/a
Kagoshima University,664,n/a,501+,4.8,501+,2.9,183,71.1,601+,5.1,601+,1.6,601+,3.5,n/a,n/a,n/a,n/a,n/a,n/a
Karl-Franzens-Universitaet Graz,665,n/a,397,20.8,501+,10,601+,14.7,601+,14.6,351,33.2,409,32.3,n/a,n/a,n/a,n/a,n/a,n/a
King Khalid University,666,n/a,501+,8.4,501+,3.1,350,44.7,601+,1.7,23,100,601+,3.4,n/a,n/a,n/a,n/a,n/a,n/a
Lahore University of Management Sciences (LUMS),667,n/a,501+,13.7,136,57.5,525,29.1,601+,5.6,601+,3.3,601+,1.8,n/a,n/a,n/a,n/a,n/a,n/a
Lobachevsky University,668,n/a,501+,8.8,501+,4.4,241,62.1,601+,2.4,601+,1.3,576,17.2,n/a,n/a,n/a,n/a,n/a,n/a
Macau University of Science and Technology,669,n/a,501+,3.8,501+,2.9,601+,4.9,507,24,15,100,1,100,n/a,n/a,n/a,n/a,n/a,n/a
Michigan Technological University,670,n/a,501+,5.8,501+,7.2,542,27.9,345,40.3,601+,4.6,584,16.8,n/a,n/a,n/a,n/a,n/a,n/a
National Chung Hsing University,671,n/a,500,16.6,501+,16.2,573,25.6,590,16.9,601+,2.8,601+,9.5,n/a,n/a,n/a,n/a,n/a,n/a
"National Technical University  ""Kharkiv Polytechnic Institute""",672,n/a,501+,6,501+,10.3,201,68.3,601+,1.3,601+,1.1,568,17.9,n/a,n/a,n/a,n/a,n/a,n/a
National and Kapodistrian University of Athens,673,n/a,359,23.2,333,29,601+,2.4,514,23.5,601+,1.9,601+,13.6,n/a,n/a,n/a,n/a,n/a,n/a
Pontifícia Universidade Católica do Rio de Janeiro,674,n/a,291,28.8,501+,16.1,601+,10.4,601+,11,601+,4.9,601+,2,n/a,n/a,n/a,n/a,n/a,n/a
Sechenov University,675,n/a,501+,5.3,501+,3.9,215,66,601+,1.7,601+,3.3,317,45,n/a,n/a,n/a,n/a,n/a,n/a
Sunway University,676,n/a,501+,7,282,33.4,379,41.8,601+,3.9,413,20.2,420,31.2,n/a,n/a,n/a,n/a,n/a,n/a
Syracuse University,677,n/a,501+,14.1,501+,17.5,601+,16.1,531,22.3,601+,1.9,318,45,n/a,n/a,n/a,n/a,n/a,n/a
Tokushima University,678,n/a,501+,5.2,501+,1.6,184,71,601+,9,601+,1.4,601+,2.9,n/a,n/a,n/a,n/a,n/a,n/a
Ulster University,679,n/a,501+,9.2,501+,13.2,601+,20.9,601+,14.7,72,99.9,515,22.2,n/a,n/a,n/a,n/a,n/a,n/a
Universidad ICESI,680,n/a,501+,4.9,501+,16.1,208,66.9,601+,1.6,601+,2,601+,2.3,n/a,n/a,n/a,n/a,n/a,n/a
Universidad Peruana Cayetano Heredia (UPCH),681,n/a,501+,9.7,501+,12.6,252,60.6,601+,3,601+,1.1,601+,3.1,n/a,n/a,n/a,n/a,n/a,n/a
Universidad Pontificia Bolivariana,682,n/a,501+,8.5,370,26.6,266,57.7,601+,1.8,601+,1.9,601+,3.7,n/a,n/a,n/a,n/a,n/a,n/a
Universidad de Antioquia,683,n/a,308,27.4,161,52.5,601+,4.8,601+,4.6,601+,1.6,601+,1.3,n/a,n/a,n/a,n/a,n/a,n/a
Universidade Federal de Minas Gerais,684,n/a,281,30.1,501+,9.6,601+,14.4,601+,9,601+,3,601+,2.2,n/a,n/a,n/a,n/a,n/a,n/a
Universiti Teknologi MARA - UiTM,685,n/a,338,25.2,200,46.5,601+,13.7,601+,3,601+,1.2,601+,1.6,n/a,n/a,n/a,n/a,n/a,n/a
University of Crete,686,n/a,501+,14.8,501+,12.2,601+,4.6,279,50.1,601+,1.1,601+,4.7,n/a,n/a,n/a,n/a,n/a,n/a
University of Hull,687,n/a,501+,7.7,501+,6.1,601+,21,444,29.5,303,44.7,307,46.5,n/a,n/a,n/a,n/a,n/a,n/a
University of Hyderabad,688,n/a,501+,11.4,501+,3.9,601+,19.3,305,46.1,601+,1.2,601+,2.3,n/a,n/a,n/a,n/a,n/a,n/a
University of Kentucky,689,n/a,501+,11.5,501+,16.6,590,24.3,409,32.6,576,6.8,601+,5.1,n/a,n/a,n/a,n/a,n/a,n/a
University of Massachusetts Boston,690,n/a,501+,13.5,501+,9,601+,13,375,37,601+,1.7,532,20.8,n/a,n/a,n/a,n/a,n/a,n/a
University of Mons,691,n/a,501+,5.3,501+,14.6,601+,4.4,269,51.2,423,18,360,38.9,n/a,n/a,n/a,n/a,n/a,n/a
University of New Brunswick,692,n/a,501+,4.5,501+,11.4,508,30.4,543,21.3,273,54.6,387,35.4,n/a,n/a,n/a,n/a,n/a,n/a
University of New Mexico,693,n/a,501+,14.3,501+,7.6,539,28.2,485,26.1,601+,2.4,601+,4.9,n/a,n/a,n/a,n/a,n/a,n/a
University of Oklahoma,694,n/a,501+,9.5,501+,15,601+,20.7,360,38.4,498,11.2,601+,6.8,n/a,n/a,n/a,n/a,n/a,n/a
University of Oregon,695,n/a,494,17,501+,12.5,601+,18.2,476,27,601+,2.7,601+,10.8,n/a,n/a,n/a,n/a,n/a,n/a
University of Pecs,696,n/a,501+,12.6,501+,10.5,429,37,601+,2.9,601+,1.6,199,69.2,n/a,n/a,n/a,n/a,n/a,n/a
University of Portsmouth,697,n/a,501+,8.1,501+,16.5,601+,10.2,558,19.8,225,71.4,175,74.2,n/a,n/a,n/a,n/a,n/a,n/a
University of Salamanca,698,n/a,329,25.7,501+,10.6,601+,18.9,601+,8.5,601+,1.9,404,32.9,n/a,n/a,n/a,n/a,n/a,n/a
University of Trieste,699,n/a,501+,11.7,501+,4,601+,5.4,231,55.8,601+,2.2,601+,10.2,n/a,n/a,n/a,n/a,n/a,n/a
University of Vermont,700,n/a,501+,3.4,501+,4,232,63.6,585,17.1,601+,1.6,601+,4.7,n/a,n/a,n/a,n/a,n/a,n/a
Universität Rostock,701,n/a,501+,6.8,501+,2.4,230,64.3,601+,8,n/a,n/a,586,16.7,n/a,n/a,n/a,n/a,n/a,n/a
Université Claude Bernard Lyon 1,702,n/a,462,18.5,501+,4.1,601+,9.8,403,33.5,601+,2.8,601+,15.4,n/a,n/a,n/a,n/a,n/a,n/a
Zayed University,703,n/a,501+,10.1,501+,10.1,482,32.1,601+,4.1,10,100,601+,2.4,n/a,n/a,n/a,n/a,n/a,n/a
