university_id,international Research Network rank,international Research Network score
190,281.0,82.4
191,601.0,38.6
192,468.0,69.2
193,423.0,73.0
194,559.0,60.9
195,,
196,487.0,67.6
197,36.0,97.1
198,601.0,13.0
199,601.0,45.3
200,601.0,32.1
201,77.0,94.8
202,20.0,98.1
203,601.0,50.6
204,601.0,13.7
205,90.0,94.2
206,601.0,12.1
207,601.0,39.8
208,350.0,77.8
209,339.0,78.6
210,601.0,52.3
211,601.0,4.3
212,430.0,72.8
213,601.0,47.4
214,601.0,54.3
215,199.0,87.9
216,601.0,56.3
217,601.0,14.9
218,469.0,69.1
219,343.0,78.4
220,590.0,58.2
221,601.0,21.5
222,601.0,23.6
223,240.0,85.0
224,282.0,82.4
225,601.0,46.6
226,601.0,9.9
227,34.0,97.3
228,526.0,63.5
229,64.0,95.5
230,601.0,13.2
231,601.0,56.9
232,426.0,72.8
233,398.0,74.9
234,269.0,83.1
235,512.0,64.8
236,106.0,93.2
237,601.0,31.4
238,116.0,92.4
239,601.0,39.1
240,200.0,87.8
241,158.0,90.1
242,528.0,63.4
243,408.0,74.3
244,601.0,29.6
245,440.0,71.8
246,601.0,10.3
247,601.0,56.1
248,89.0,94.3
249,161.0,90.0
250,601.0,44.2
251,546.0,62.1
252,178.0,89.3
253,601.0,57.2
254,122.0,92.0
255,470.0,68.9
256,601.0,5.3
257,329.0,79.3
258,601.0,5.4
259,1.0,100.0
260,453.0,70.8
261,438.0,72.2
262,601.0,8.5
263,601.0,30.0
264,601.0,56.0
265,266.0,83.3
266,601.0,30.0
267,601.0,36.6
268,389.0,75.1
269,601.0,6.7
270,391.0,75.0
271,601.0,14.5
272,601.0,11.7
273,601.0,45.6
274,601.0,47.7
275,172.0,89.6
276,490.0,67.2
277,601.0,12.2
278,601.0,13.7
279,601.0,12.2
280,601.0,42.7
281,601.0,39.2
282,601.0,52.6
283,601.0,5.1
284,249.0,84.5
285,354.0,77.5
286,601.0,26.6
287,465.0,69.5
288,601.0,42.0
289,377.0,75.7
290,314.0,80.7
291,362.0,77.0
292,492.0,66.9
293,,
294,251.0,84.4
295,6.0,99.5
296,601.0,34.5
297,246.0,84.6
298,494.0,66.8
299,482.0,67.9
300,594.0,57.9
301,601.0,27.6
302,267.0,83.2
303,601.0,38.6
304,577.0,59.3
305,601.0,51.0
306,601.0,25.8
307,601.0,24.0
308,421.0,73.3
309,9.0,99.1
310,476.0,68.3
311,434.0,72.5
312,601.0,51.4
313,16.0,98.2
314,333.0,79.0
315,601.0,38.5
316,601.0,31.7
317,76.0,94.9
318,601.0,24.7
319,601.0,1.4
320,601.0,55.8
321,601.0,52.3
322,342.0,78.4
323,601.0,21.5
324,601.0,56.9
325,42.0,96.9
326,379.0,75.6
327,601.0,5.3
328,601.0,42.8
329,601.0,31.2
330,601.0,34.7
331,225.0,86.0
332,601.0,25.6
333,601.0,53.8
334,601.0,24.3
335,601.0,31.8
336,345.0,78.0
337,123.0,92.0
338,601.0,34.5
339,86.0,94.6
340,399.0,74.9
341,11.0,99.1
342,601.0,3.3
343,148.0,90.6
344,601.0,31.9
345,601.0,23.4
346,513.0,64.7
347,62.0,95.6
348,601.0,43.7
349,601.0,39.6
350,540.0,62.6
351,250.0,84.4
352,277.0,82.6
353,442.0,71.4
354,601.0,37.1
355,53.0,96.3
356,376.0,75.7
357,601.0,7.6
358,119.0,92.2
359,60.0,95.9
360,601.0,48.9
361,238.0,85.1
362,,
363,166.0,89.8
364,601.0,14.3
365,601.0,44.6
366,601.0,34.4
367,601.0,18.3
368,601.0,3.7
369,601.0,47.0
370,318.0,80.4
371,188.0,88.7
372,584.0,58.6
373,431.0,72.7
374,596.0,57.9
375,601.0,8.8
376,601.0,42.3
377,360.0,77.2
378,601.0,53.6
379,549.0,61.8
380,302.0,81.1
381,601.0,41.0
382,601.0,36.8
383,533.0,63.0
384,464.0,69.5
385,370.0,76.3
386,601.0,7.1
387,601.0,40.9
388,562.0,60.7
389,601.0,52.0
390,337.0,78.7
391,601.0,20.6
392,601.0,34.5
393,147.0,90.6
394,571.0,59.8
395,601.0,40.5
396,601.0,11.1
397,601.0,48.9
398,291.0,82.0
399,601.0,36.1
400,601.0,3.6
401,32.0,97.4
402,17.0,98.2
403,601.0,54.6
404,601.0,12.3
405,601.0,10.8
406,395.0,74.9
407,601.0,11.1
408,601.0,1.6
409,381.0,75.5
410,601.0,4.4
411,601.0,57.0
412,601.0,44.7
413,245.0,84.8
414,301.0,81.1
415,175.0,89.5
416,503.0,65.7
417,601.0,52.1
418,601.0,20.7
419,601.0,9.0
420,113.0,92.6
421,206.0,87.3
422,26.0,97.8
423,564.0,60.5
424,601.0,30.8
425,601.0,3.1
426,280.0,82.5
427,101.0,93.4
428,371.0,76.2
429,601.0,51.4
430,163.0,90.0
431,68.0,95.2
432,601.0,15.2
433,601.0,16.4
434,261.0,83.7
435,601.0,37.9
436,601.0,8.7
437,524.0,63.7
438,544.0,62.2
439,227.0,85.9
440,601.0,47.7
441,416.0,73.7
442,295.0,81.7
443,601.0,35.9
444,601.0,19.5
445,320.0,80.2
446,601.0,21.8
447,521.0,63.9
448,299.0,81.3
449,601.0,42.1
450,324.0,79.8
451,107.0,93.2
452,463.0,69.7
453,279.0,82.5
454,601.0,29.6
455,5.0,99.6
456,601.0,18.6
457,601.0,2.4
458,191.0,88.4
459,601.0,26.1
460,484.0,67.8
461,153.0,90.3
462,52.0,96.3
463,601.0,43.9
464,128.0,91.7
465,171.0,89.6
466,529.0,63.4
467,436.0,72.3
468,601.0,18.7
469,425.0,73.0
470,315.0,80.5
471,94.0,93.7
472,168.0,89.7
473,589.0,58.2
474,601.0,4.0
475,601.0,5.8
476,601.0,26.1
477,601.0,14.6
478,601.0,42.2
479,311.0,80.8
480,160.0,90.0
481,154.0,90.3
482,601.0,23.7
483,323.0,79.8
484,601.0,26.3
485,601.0,49.2
486,601.0,37.6
487,601.0,41.7
488,601.0,5.9
489,601.0,41.4
490,286.0,82.2
491,601.0,30.1
492,601.0,56.5
493,601.0,17.0
494,588.0,58.3
495,601.0,46.5
496,601.0,2.1
497,81.0,94.7
498,582.0,58.8
499,601.0,55.0
500,41.0,96.9
501,601.0,23.0
502,164.0,89.9
503,374.0,76.0
504,601.0,48.9
505,601.0,55.5
506,601.0,38.5
507,536.0,62.7
508,601.0,18.3
509,601.0,17.4
510,400.0,74.9
511,601.0,31.3
512,258.0,84.1
513,344.0,78.2
514,382.0,75.4
515,601.0,52.8
516,567.0,60.0
517,82.0,94.7
518,257.0,84.1
519,67.0,95.2
520,296.0,81.7
521,422.0,73.3
522,601.0,54.1
523,601.0,12.2
524,522.0,63.9
525,70.0,95.2
526,176.0,89.5
527,179.0,89.3
528,226.0,85.9
529,601.0,33.2
530,601.0,20.2
531,601.0,38.1
532,601.0,51.9
533,601.0,54.5
534,275.0,82.7
535,601.0,30.4
536,601.0,2.7
537,306.0,81.0
538,601.0,14.7
539,601.0,34.3
540,441.0,71.5
541,483.0,67.8
542,601.0,30.9
543,601.0,45.7
544,601.0,43.1
545,194.0,88.3
546,209.0,87.1
547,14.0,98.9
548,601.0,11.8
549,169.0,89.6
550,601.0,22.1
551,601.0,25.3
552,601.0,11.6
553,167.0,89.8
554,118.0,92.2
555,601.0,34.3
556,601.0,15.4
557,73.0,95.1
558,234.0,85.5
559,601.0,17.8
560,543.0,62.2
561,132.0,91.4
562,273.0,82.9
563,601.0,13.3
564,601.0,52.7
565,601.0,13.5
566,545.0,62.1
567,204.0,87.5
568,91.0,94.1
569,601.0,44.4
570,83.0,94.7
571,523.0,63.8
572,601.0,6.4
573,601.0,37.1
574,102.0,93.4
575,601.0,21.4
576,185.0,89.0
577,601.0,34.4
578,601.0,35.2
579,181.0,89.2
580,38.0,97.0
581,386.0,75.2
582,601.0,51.2
583,601.0,4.7
584,601.0,29.4
585,40.0,96.9
586,601.0,15.6
587,220.0,86.5
588,138.0,91.2
589,601.0,21.6
590,601.0,18.0
591,601.0,54.8
592,601.0,32.2
593,601.0,9.3
594,50.0,96.5
595,3.0,99.9
596,340.0,78.5
597,575.0,59.4
598,12.0,99.1
599,402.0,74.8
600,601.0,47.9
601,601.0,5.3
602,573.0,59.7
603,506.0,65.2
604,263.0,83.6
605,601.0,3.6
606,601.0,41.1
607,601.0,4.0
608,601.0,6.9
609,592.0,58.0
610,601.0,1.5
611,272.0,82.9
612,601.0,39.3
613,601.0,53.9
614,601.0,7.3
615,146.0,90.7
616,601.0,42.8
617,45.0,96.7
618,601.0,57.3
619,242.0,84.9
620,202.0,87.7
621,219.0,86.6
622,253.0,84.3
623,239.0,85.1
624,37.0,97.1
625,601.0,42.1
626,601.0,11.3
627,170.0,89.6
628,47.0,96.7
629,289.0,82.0
630,133.0,91.4
631,601.0,28.7
632,454.0,70.7
633,601.0,52.0
634,92.0,93.9
635,151.0,90.4
636,326.0,79.6
637,601.0,17.4
638,159.0,90.1
639,349.0,77.9
640,601.0,39.0
641,601.0,34.9
642,103.0,93.4
643,601.0,42.3
644,601.0,18.9
645,601.0,16.5
646,601.0,46.0
647,80.0,94.7
648,112.0,92.6
649,173.0,89.6
650,597.0,57.9
651,538.0,62.6
652,601.0,36.8
653,271.0,83.0
654,601.0,42.8
655,515.0,64.7
656,260.0,83.7
657,56.0,96.2
658,361.0,77.1
659,404.0,74.6
660,601.0,56.6
661,601.0,42.6
662,601.0,30.2
663,276.0,82.7
664,601.0,14.0
665,473.0,68.6
666,601.0,2.1
667,565.0,60.5
668,601.0,22.4
669,95.0,93.7
670,309.0,80.8
671,601.0,43.2
672,601.0,11.5
673,601.0,32.7
674,601.0,23.0
675,489.0,67.6
676,601.0,3.3
677,121.0,92.1
678,601.0,27.2
679,601.0,37.6
680,601.0,46.0
681,429.0,72.8
682,189.0,88.5
683,49.0,96.5
684,108.0,93.1
685,351.0,77.7
686,601.0,57.0
687,415.0,73.8
688,601.0,23.1
689,601.0,13.8
690,601.0,8.6
691,601.0,12.5
692,504.0,65.5
693,601.0,40.0
694,601.0,57.2
695,601.0,19.1
696,601.0,11.4
697,601.0,4.9
698,310.0,80.8
699,197.0,88.0
700,601.0,1.4
701,601.0,44.2
702,601.0,56.2
703,39.0,96.9
704,241.0,85.0
705,572.0,59.7
706,233.0,85.5
707,312.0,80.7
708,69.0,95.2
709,601.0,29.9
710,601.0,22.6
711,601.0,12.3
712,601.0,20.5
713,332.0,79.1
714,601.0,38.7
715,601.0,28.7
716,259.0,84.1
717,601.0,53.5
718,252.0,84.4
719,601.0,15.8
720,601.0,4.8
721,601.0,33.5
722,601.0,51.1
723,97.0,93.6
724,601.0,39.0
725,110.0,92.8
726,601.0,31.2
727,335.0,79.0
728,601.0,26.0
729,136.0,91.3
730,601.0,12.1
731,2.0,100.0
732,601.0,40.4
733,601.0,30.6
734,428.0,72.8
735,195.0,88.2
736,601.0,20.8
737,601.0,44.6
738,120.0,92.2
739,601.0,40.9
740,501.0,66.3
741,143.0,90.8
742,152.0,90.3
743,601.0,26.3
744,601.0,17.0
745,201.0,87.7
746,599.0,57.7
747,72.0,95.1
748,283.0,82.2
749,601.0,55.9
750,125.0,91.8
751,462.0,69.8
752,601.0,24.0
753,539.0,62.6
754,601.0,35.1
755,601.0,37.7
756,601.0,9.4
757,601.0,21.7
758,601.0,14.6
759,93.0,93.8
760,57.0,96.1
761,525.0,63.5
762,278.0,82.5
763,303.0,81.1
764,601.0,18.5
765,144.0,90.8
766,601.0,55.5
767,413.0,73.9
768,601.0,34.3
769,,
770,316.0,80.4
771,237.0,85.1
772,581.0,58.8
773,601.0,35.2
774,593.0,58.0
775,75.0,95.1
776,293.0,81.8
777,284.0,82.2
778,403.0,74.8
779,601.0,4.4
780,229.0,85.8
781,601.0,49.2
782,554.0,61.2
783,601.0,45.7
784,348.0,77.9
785,601.0,14.9
786,601.0,6.9
787,601.0,51.1
788,601.0,45.3
789,601.0,28.1
790,508.0,65.1
791,601.0,36.7
792,601.0,2.2
793,601.0,38.5
794,208.0,87.2
795,601.0,10.1
796,601.0,45.1
797,474.0,68.3
798,601.0,26.5
799,601.0,7.7
800,601.0,15.4
801,8.0,99.3
802,10.0,99.1
803,129.0,91.5
804,235.0,85.3
805,601.0,15.6
806,230.0,85.8
807,177.0,89.4
808,355.0,77.4
809,330.0,79.1
810,514.0,64.7
811,601.0,20.1
812,247.0,84.6
813,292.0,81.9
814,378.0,75.6
815,601.0,51.7
816,580.0,59.0
817,364.0,77.0
818,472.0,68.6
819,319.0,80.3
820,601.0,7.3
821,341.0,78.5
822,419.0,73.5
823,288.0,82.0
824,184.0,89.0
825,448.0,71.0
826,61.0,95.8
827,357.0,77.3
828,601.0,53.3
829,601.0,20.3
830,598.0,57.8
831,601.0,41.0
832,420.0,73.4
833,63.0,95.5
834,28.0,97.6
835,558.0,60.9
836,601.0,12.0
837,601.0,46.6
838,601.0,56.5
839,601.0,48.7
840,493.0,66.8
841,193.0,88.3
842,304.0,81.0
843,505.0,65.2
844,22.0,98.0
845,308.0,80.9
846,231.0,85.8
847,550.0,61.7
848,372.0,76.1
849,444.0,71.3
850,601.0,22.2
851,601.0,16.3
852,287.0,82.1
853,601.0,12.3
854,601.0,13.6
855,601.0,50.6
856,601.0,21.0
857,601.0,19.4
858,390.0,75.1
859,601.0,22.0
860,601.0,42.7
861,601.0,54.5
862,331.0,79.1
863,601.0,50.8
864,411.0,74.1
865,459.0,70.2
866,579.0,59.2
867,456.0,70.6
868,105.0,93.2
869,21.0,98.1
870,601.0,45.1
871,601.0,25.6
872,213.0,86.9
873,203.0,87.6
874,104.0,93.3
875,601.0,39.5
876,336.0,78.7
877,601.0,37.9
878,256.0,84.1
879,24.0,97.9
880,443.0,71.3
881,217.0,86.7
882,537.0,62.6
883,601.0,37.1
884,587.0,58.5
885,211.0,87.0
886,601.0,10.0
887,601.0,10.9
888,542.0,62.4
889,601.0,36.4
890,601.0,1.2
891,601.0,19.2
892,290.0,82.0
893,601.0,26.1
894,601.0,48.8
895,325.0,79.7
896,601.0,35.4
897,601.0,33.4
898,601.0,51.1
899,255.0,84.1
900,601.0,55.5
901,601.0,23.4
902,601.0,31.7
903,601.0,40.3
904,601.0,6.1
905,99.0,93.4
906,601.0,49.4
907,601.0,25.2
908,601.0,33.0
909,46.0,96.7
910,406.0,74.5
911,563.0,60.6
912,601.0,35.1
913,552.0,61.4
914,601.0,2.1
915,601.0,38.8
916,601.0,7.8
917,450.0,70.9
918,601.0,41.8
919,517.0,64.5
920,475.0,68.3
921,601.0,53.1
922,183.0,89.0
923,601.0,18.2
924,601.0,21.4
925,535.0,62.8
926,601.0,24.4
927,601.0,44.7
928,,
929,509.0,65.1
930,585.0,58.5
931,35.0,97.2
932,445.0,71.3
933,601.0,8.0
934,84.0,94.7
935,601.0,8.5
936,601.0,17.9
937,601.0,45.4
938,601.0,18.8
939,601.0,45.3
940,601.0,57.4
941,467.0,69.2
942,601.0,23.3
943,601.0,8.5
944,601.0,41.8
945,359.0,77.2
946,574.0,59.5
947,601.0,25.9
948,223.0,86.1
949,601.0,26.4
950,392.0,75.0
951,387.0,75.2
952,460.0,70.2
953,182.0,89.1
954,601.0,33.0
955,601.0,25.9
956,555.0,61.1
957,142.0,90.9
958,516.0,64.5
959,601.0,15.7
960,541.0,62.5
961,601.0,26.3
962,601.0,30.9
963,601.0,6.0
964,601.0,37.8
965,479.0,68.0
966,427.0,72.8
967,198.0,87.9
968,601.0,28.8
969,66.0,95.3
970,353.0,77.6
971,145.0,90.8
972,601.0,15.3
973,532.0,63.1
974,33.0,97.3
975,228.0,85.9
976,216.0,86.8
977,601.0,35.5
978,601.0,28.9
979,601.0,44.8
980,248.0,84.6
981,601.0,33.4
982,313.0,80.7
983,58.0,96.1
984,601.0,49.6
985,519.0,64.3
986,601.0,4.8
987,601.0,35.7
988,601.0,20.5
989,407.0,74.4
990,30.0,97.6
991,601.0,6.0
992,601.0,6.9
993,96.0,93.7
994,,
995,601.0,41.5
996,601.0,52.4
997,601.0,13.9
998,601.0,24.5
999,109.0,93.1
1000,601.0,22.0
1001,601.0,29.7
1002,601.0,29.6
1003,601.0,51.9
1004,244.0,84.8
1005,222.0,86.3
1006,137.0,91.2
1007,601.0,54.4
1008,507.0,65.1
1009,380.0,75.6
1010,601.0,16.3
1011,270.0,83.0
1012,601.0,39.6
1013,298.0,81.4
1014,601.0,26.8
1015,601.0,13.9
1016,601.0,30.6
1017,601.0,26.5
1018,601.0,46.0
1019,497.0,66.6
1020,601.0,2.8
1021,569.0,59.9
1022,600.0,57.7
1023,601.0,32.5
1024,207.0,87.3
1025,352.0,77.6
1026,601.0,13.4
1027,65.0,95.4
1028,124.0,91.9
1029,130.0,91.4
1030,432.0,72.7
1031,601.0,19.6
1032,548.0,61.8
1033,88.0,94.5
1034,367.0,76.6
1035,601.0,52.4
1036,383.0,75.4
1037,601.0,39.0
1038,375.0,76.0
1039,601.0,28.3
1040,601.0,35.3
1041,601.0,11.7
1042,417.0,73.6
1043,368.0,76.5
1044,601.0,54.2
1045,578.0,59.2
1046,338.0,78.7
1047,418.0,73.6
1048,25.0,97.9
1049,369.0,76.5
1050,601.0,43.4
1051,449.0,71.0
1052,232.0,85.7
1053,601.0,27.7
1054,127.0,91.7
1055,346.0,78.0
1056,586.0,58.5
1057,27.0,97.7
1058,405.0,74.6
1059,502.0,66.1
1060,561.0,60.7
1061,601.0,12.1
1062,29.0,97.6
1063,385.0,75.2
1064,601.0,43.5
1065,601.0,54.9
1066,601.0,52.1
1067,601.0,27.6
1068,414.0,73.8
1069,601.0,50.5
1070,601.0,36.6
1071,156.0,90.2
1072,478.0,68.2
1073,157.0,90.2
1074,347.0,78.0
1075,477.0,68.3
1076,601.0,57.1
1077,601.0,11.2
1078,601.0,54.1
1079,140.0,91.1
1080,601.0,57.2
1081,601.0,22.4
1082,458.0,70.2
1083,215.0,86.8
1084,394.0,75.0
1085,601.0,20.7
1086,601.0,15.3
1087,601.0,40.2
1088,601.0,29.3
1089,13.0,98.9
1090,373.0,76.0
1091,601.0,1.7
1092,601.0,34.0
1093,100.0,93.4
1094,601.0,13.9
1095,601.0,22.5
1096,149.0,90.6
1097,601.0,52.3
1098,98.0,93.5
1099,457.0,70.6
1100,51.0,96.4
1101,601.0,39.0
1102,601.0,31.1
1103,7.0,99.4
1104,601.0,7.5
1105,601.0,38.9
1106,560.0,60.8
1107,601.0,7.1
1108,601.0,21.9
1109,214.0,86.9
1110,23.0,98.0
1111,601.0,13.0
1112,601.0,45.0
1113,601.0,31.2
1114,481.0,67.9
1115,566.0,60.1
1116,601.0,8.5
1117,601.0,14.9
1118,327.0,79.6
1119,274.0,82.8
1120,518.0,64.4
1121,601.0,38.0
1122,601.0,25.3
1123,491.0,67.0
1124,601.0,25.8
1125,583.0,58.6
1126,601.0,33.7
1127,196.0,88.1
1128,498.0,66.6
1129,499.0,66.5
1130,190.0,88.4
1131,366.0,76.7
1132,19.0,98.1
1133,205.0,87.4
1134,601.0,22.0
1135,134.0,91.3
1136,55.0,96.3
1137,531.0,63.1
1138,31.0,97.6
1139,601.0,1.8
1140,388.0,75.2
1141,18.0,98.1
1142,601.0,3.2
1143,480.0,68.0
1144,305.0,81.0
1145,601.0,51.7
1146,601.0,44.8
1147,601.0,42.1
